constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
21,PERAMBRA,,6,N C NARAYANA KURUP,M,65,GEN,AIADMK,,543,0,543,,False
21,PERAMBRA,,7,V K CHANDRAN,M,38,GEN,IND,,520,4,524,,False
21,PERAMBRA,,8,V K KUNHAMMED,M,37,GEN,IND,,294,0,294,,False
22,BALUSSERI,,1,A K SASEENDRAN,M,60,GEN,NCP,,59927,413,60340,,True
22,BALUSSERI,,2,K BALAKRISHNAN KIDAVU,M,48,GEN,INC,,45839,341,46180,,False
22,BALUSSERI,,3,M C SASEENDRAN,M,40,GEN,BJP,,7372,24,7396,,False
22,BALUSSERI,,4,V M SURESH BABU,M,35,SC,IND,,687,0,687,,False
22,BALUSSERI,,5,SASI,M,35,GEN,IND,,538,0,538,,False
22,BALUSSERI,,6,K P GOPALAKRISHNAN NAIR,M,61,GEN,IND,,377,0,377,,False
22,BALUSSERI,,7,P SATHEESH,M,35,SC,BSP,,339,1,340,,False
23,KODUVALLY,,1,ADVOCATE P T A RAHIM,M,57,GEN,IND,,64753,549,65302,,True
23,KODUVALLY,,2,K MURALEEDHARAN,M,48,GEN,DIC,,57413,383,57796,,False
23,KODUVALLY,,3,K SAHADEVAN,M,48,GEN,BJP,,6251,24,6275,,False
23,KODUVALLY,,4,KIZHAKKEDATH MURALEEDHARAN,M,35,GEN,IND,,2937,0,2937,,False
23,KODUVALLY,,5,MURALEEDHARAN K M,M,44,GEN,IND,,1495,0,1495,,False
23,KODUVALLY,,6,E M VIJAYAN,M,35,SC,BSP,,990,4,994,,False
23,KODUVALLY,,7,SHIHABUDEEN,M,28,GEN,AIADMK,,536,0,536,,False
23,KODUVALLY,,8,P P ADU RAHIM,M,37,GEN,IND,,525,0,525,,False
24,CALICUT- I,,1,A PRADEEP KUMAR,M,41,GEN,CPI(M),,45366,327,45693,,True
24,CALICUT- I,,2,ADVOCATE A SUJANAPAL,M,57,GEN,INC,,37787,201,37988,,False
24,CALICUT- I,,3,PROF: SUMATHI HARIDAS,F,51,GEN,BJP,,5674,20,5694,,False
24,CALICUT- I,,4,K PRADEEP KUMAR,M,34,GEN,IND,,535,0,535,,False
24,CALICUT- I,,5,SUJANABALAN NAIR,M,58,GEN,IND,,523,0,523,,False
24,CALICUT- I,,6,P UMMAR KHAN HAJI,M,52,GEN,BSP,,504,0,504,,False
24,CALICUT- I,,7,A M MINI,F,25,SC,IND,,249,0,249,,False
24,CALICUT- I,,8,E P VIJAYAN,M,54,GEN,AIADMK,,145,0,145,,False
25,CALICUT- II,,1,ADVOCATE P M A SALAM,M,53,GEN,INL,,50838,292,51130,,True
25,CALICUT- II,,2,T P M ZAHIR,M,61,GEN,MUL,,36908,129,37037,,False
25,CALICUT- II,,3,P VELAYUDHAN,M,62,GEN,BJP,,7615,25,7640,,False
25,CALICUT- II,,4,K P M SAHIR,M,34,GEN,IND,,919,0,919,,False
25,CALICUT- II,,5,P M A SALAM,M,56,GEN,IND,,678,0,678,,False
25,CALICUT- II,,6,LATHA K T,F,43,SC,BSP,,563,0,563,,False
25,CALICUT- II,,7,M P A SALAM,M,39,GEN,IND,,533,0,533,,False
26,BEYPORE,,1,ELAMARAM KAREEM,M,53,GEN,CPI(M),,69479,319,69798,,True
26,BEYPORE,,2,UMMER PANDIKASALA,M,53,GEN,MUL,,50055,125,50180,,False
26,BEYPORE,,3,K P SREESAN,M,48,GEN,BJP,,12652,15,12667,,False
26,BEYPORE,,4,K B NALLALAM ALIA ABDUL KHADAR,M,49,GEN,BSP,,1600,0,1600,,False
26,BEYPORE,,5,UMMER C T,M,34,GEN,IND,,1031,0,1031,,False
27,KUNNAMANGALAM (SC),,1,U C RAMAN,M,40,SC,IND,,59574,453,60027,,True
27,KUNNAMANGALAM (SC),,2,C P BALAN VAIDYAR,M,68,SC,CPI(M),,59166,564,59730,,False
27,KUNNAMANGALAM (SC),,3,K K BHARATHAN,M,46,SC,BJP,,7245,25,7270,,False
27,KUNNAMANGALAM (SC),,4,RAMAN M K,M,46,SC,IND,,2134,1,2135,,False
27,KUNNAMANGALAM (SC),,5,M SUJATHA,F,46,SC,BSP,,576,0,576,,False
28,THIRUVAMBADI,,1,MATHAYI CHACKO,M,47,GEN,CPI(M),,60751,353,61104,,True
28,THIRUVAMBADI,,2,M C MAYIN HAJEE,M,48,GEN,MUL,,55458,167,55625,,False
28,THIRUVAMBADI,,3,ADV AJITH KUMAR,M,45,GEN,BJP,,4392,8,4400,,False
28,THIRUVAMBADI,,4,MAYIN,M,59,GEN,IND,,1155,0,1155,,False
28,THIRUVAMBADI,,5,K KAMALAM,F,50,SC,BSP,,747,1,748,,False
29,KALPETTA,,1,M V SREYAMS KUMAR,M,38,GEN,JD(S),,49842,181,50023,,True
29,KALPETTA,,2,K K RAMACHANDRAN MASTER,M,68,GEN,INC,,48099,83,48182,,False
29,KALPETTA,,3,ADV P R BALAKRISHNAN,M,58,GEN,BJP,,5065,3,5068,,False
29,KALPETTA,,4,P K SURESH KUMAR,M,35,GEN,IND,,3188,1,3189,,False
29,KALPETTA,,5,SURENDRAN,M,46,GEN,IND,,2549,2,2551,,False
29,KALPETTA,,6,P K RAMACHANDRAN,M,54,GEN,IND,,1770,0,1770,,False
29,KALPETTA,,7,SHYNA,F,26,GEN,AIADMK,,847,0,847,,False
29,KALPETTA,,8,SAM P MATHEW,M,31,GEN,IND,,798,1,799,,False
29,KALPETTA,,9,C RAMANKUTTY,M,56,SC,BSP,,738,1,739,,False
29,KALPETTA,,0,RAMACHANDRAN,M,45,GEN,IND,,459,0,4591,,False
29,KALPETTA,,1,THANKAMMA AUGUSTIAN,F,50,GEN,IND,,403,0,4031,,False
30,SULTAN'S BATTERY,,1,P KRISHNA PRASAD,M,50,GEN,CPI(M),,62860,232,63092,,True
30,SULTAN'S BATTERY,,2,N D APPACHAN,M,56,GEN,DIC,,37510,42,37552,,False
30,SULTAN'S BATTERY,,3,A C VARKEY,M,52,GEN,IND,,11898,7,11905,,False
30,SULTAN'S BATTERY,,4,P PADMANABHAN MASTER,M,50,GEN,BJP,,8053,3,8056,,False
30,SULTAN'S BATTERY,,5,ANNAN,M,50,ST,BSP,,1675,0,1675,,False
30,SULTAN'S BATTERY,,6,AJAYA KUMAR,M,35,GEN,IND,,1491,1,1492,,False
30,SULTAN'S BATTERY,,7,K K VASU,M,47,ST,LJP,,751,0,751,,False
30,SULTAN'S BATTERY,,8,KALADHARAN,M,39,GEN,AIADMK,,684,0,684,,False
31,WANDOOR (SC),,1,A.P. ANILKUMAR,M,41,SC,INC,,84955,163,85118,,True
31,WANDOOR (SC),,2,SANKARAN KORAMBAYIL,M,35,SC,CPI(M),,67706,251,67957,,False
31,WANDOOR (SC),,3,K.U. CHANDRAN,M,57,SC,BJP,,3831,6,3837,,False
31,WANDOOR (SC),,4,DR. P.C. VIJAYAN,M,48,SC,BSP,,1080,0,1080,,False
32,NILAMBUR,,1,ARYADAN MUHAMMED,M,67,GEN,INC,,87383,139,87522,,True
32,NILAMBUR,,2,SREERAMAKRISHNAN,M,38,GEN,CPI(M),,69212,240,69452,,False
32,NILAMBUR,,3,K.PRABHAKARAN,M,67,GEN,BJP,,3115,5,3120,,False
32,NILAMBUR,,4,BINOY PATTATHIL,M,27,GEN,IND,,978,0,978,,False
32,NILAMBUR,,5,KILIYAN,M,57,SC,BSP,,957,0,957,,False
32,NILAMBUR,,6,C.T. YOOSUF,M,32,GEN,AIADMK,,760,0,760,,False
33,MANJERI,,1,P.K ABDU RABB,M,56,GEN,MUL,,76256,390,76646,,True
33,MANJERI,,2,A.P ABDUL WAHAB,M,47,GEN,INL,,60934,340,61274,,False
33,MANJERI,,3,ADV. N. SREEPRAKASH,M,35,GEN,BJP,,5777,9,5786,,False
33,MANJERI,,4,K.K MUJEEB RAHMAN,M,29,GEN,IND,,1136,1,1137,,False
33,MANJERI,,5,ADV. V PRAVEEN,M,28,SC,BSP,,729,1,730,,False
33,MANJERI,,6,ASHRAF MADATHIL,M,34,GEN,AIADMK,,540,0,540,,False
33,MANJERI,,7,RAJEEV K.K,M,35,GEN,LJP,,402,3,405,,False
34,MALAPPURAM,,1,ADVOCATE M. UMMER,M,52,GEN,MUL,,69949,107,70056,,True
34,MALAPPURAM,,2,ADVOCATE P.M. SAFARULLA,M,46,GEN,JD(S),,39271,128,39399,,False
34,MALAPPURAM,,3,ADVOCATE C.DINESH,M,30,GEN,BJP,,4933,5,4938,,False
34,MALAPPURAM,,4,ABDUL MAJEED T,M,29,GEN,IND,,3451,0,3451,,False
34,MALAPPURAM,,5,ASHRAF THAZHEKKODE,M,32,GEN,BSP,,2094,0,2094,,False
35,KONDOTTY,,1,K. MUHAMMADUNNI HAJI,M,60,GEN,MUL,,74528,422,74950,,True
35,KONDOTTY,,2,MOHAMMEDKUTTY T.P,M,60,GEN,CPI(M),,59685,293,59978,,False
35,KONDOTTY,,3,ARATHIL SUBRAHMANIAN,M,54,GEN,BJP,,7328,7,7335,,False
35,KONDOTTY,,4,ADV. C. RAJAN,M,34,SC,BSP,,1373,2,1375,,False
36,TIRURANGADI,,1,KUTTY AHAMMED KUTTY,M,53,GEN,MUL,,60289,70,60359,,True
36,TIRURANGADI,,2,K. MOIDEENKOYA,M,31,GEN,CPI,,44140,96,44236,,False
36,TIRURANGADI,,3,ADVOCATE.N. ARAVINDAN,M,40,GEN,BJP,,8413,8,8421,,False
36,TIRURANGADI,,4,ABU MALIYEKKAL,M,46,GEN,BSP,,1194,0,1194,,False
36,TIRURANGADI,,5,MOIDEENKOYA. K,M,41,GEN,IND,,920,0,920,,False
36,TIRURANGADI,,6,ABOOBACKER ALIS K.K ABU,M,58,GEN,IND,,684,0,684,,False
37,TANUR,,1,ABDURAHIMAN RANDATHANI,M,44,GEN,MUL,,63970,68,64038,,True
37,TANUR,,2,P.K. MOHAMMEDKUTTY KOYAKUTTY,M,61,GEN,IND,,52798,70,52868,,False
37,TANUR,,3,M. JAYACHANDRAN,M,64,GEN,BJP,,8048,2,8050,,False
37,TANUR,,4,P.K. MOHAMMEDKUTTY CHEKUTTY,M,58,GEN,IND,,1685,0,1685,,False
37,TANUR,,5,BABU KARAT,M,38,SC,BSP,,920,0,920,,False
38,TIRUR,,1,P.P ABDULLAKKUTTY,M,63,GEN,CPI(M),,71092,178,71270,,True
38,TIRUR,,2,E.T MOHAMMED BASHEER,M,59,GEN,MUL,,62502,88,62590,,False
38,TIRUR,,3,ADV. M.K JAYASANKAR,M,38,GEN,BJP,,8906,3,8909,,False
38,TIRUR,,4,YOOSUF KILLATHPARAMBIL,M,39,GEN,IND,,1589,0,1589,,False
38,TIRUR,,5,K. SUDHA DEVI,F,45,GEN,IND,,968,0,968,,False
38,TIRUR,,6,THERI VELAYUDHANKUTTY,M,42,SC,BSP,,766,0,766,,False
39,PONNANI,,1,PALOLI MOHAMEDKUTTY,M,72,GEN,CPI(M),,62869,149,63018,,True
39,PONNANI,,2,M.P. GANGADHARAN,M,68,GEN,DIC,,34648,23,34671,,False
39,PONNANI,,3,SHOBHA SURENDRAN,F,32,GEN,BJP,,13804,6,13810,,False
39,PONNANI,,4,ABDUL SALEEM,M,32,GEN,IND,,1603,0,1603,,False
39,PONNANI,,5,V.K. SUKU,M,25,SC,BSP,,1249,0,1249,,False
40,KUTTIPPURAM,,1,K.T JALEEL,M,39,GEN,IND,,64075,132,64207,,True
40,KUTTIPPURAM,,2,P.K. KUNHALIKUTTY,M,55,GEN,MUL,,55358,68,55426,,False
40,KUTTIPPURAM,,3,ANILKUMAR,M,31,GEN,BJP,,4858,4,4862,,False
40,KUTTIPPURAM,,4,KUNHALIKUTTY K.P,M,56,GEN,IND,,1145,1,1146,,False
40,KUTTIPPURAM,,5,K.A JALEEL,M,29,GEN,IND,,1017,0,1017,,False
40,KUTTIPPURAM,,6,ABU NEDUMBA,M,51,GEN,IND,,880,0,880,,False
40,KUTTIPPURAM,,7,ABDUL JABBAR,M,33,GEN,IND,,406,0,406,,False
40,KUTTIPPURAM,,8,SURESH,M,27,SC,BSP,,377,0,377,,False
40,KUTTIPPURAM,,9,K.P.A JALEEL,M,29,GEN,IND,,277,0,277,,False
41,MANKADA,,1,MANJALAMKUZHI ALI,M,53,GEN,IND,,79111,502,79613,,True
41,MANKADA,,2,DR. M.K. MUNEER,M,44,GEN,MUL,,74185,355,74540,,False
41,MANKADA,,3,DR. KUMARI SUKUMARAN,F,59,GEN,BJP,,3400,3,3403,,False
41,MANKADA,,4,A.M. MUNEER,M,28,GEN,IND,,1100,0,1100,,False
41,MANKADA,,5,DHARMARAJAN,M,27,SC,BSP,,1011,0,1011,,False
41,MANKADA,,6,M. ALI,M,31,GEN,IND,,997,0,997,,False
41,MANKADA,,7,K.P.A. MUNEER,M,28,GEN,IND,,670,0,670,,False
41,MANKADA,,8,D.E.K. MUNEER,M,28,GEN,IND,,661,0,661,,False
42,PERINTHALMANNA,,1,SASI KUMAR,M,42,GEN,CPI(M),,75495,564,76059,,True
42,PERINTHALMANNA,,2,HAMEED MASTER,M,58,GEN,MUL,,61777,279,62056,,False
42,PERINTHALMANNA,,3,SATHIDEVI,F,58,GEN,BJP,,2698,7,2705,,False
42,PERINTHALMANNA,,4,ABDUL HAMEED,M,30,GEN,IND,,1204,0,1204,,False
42,PERINTHALMANNA,,5,KODAKKADAN HAMZA,M,48,GEN,IND,,869,0,869,,False
42,PERINTHALMANNA,,6,K. SHEEBA KRISHNAN,F,30,SC,BSP,,865,0,865,,False
42,PERINTHALMANNA,,7,AKBAR,M,33,GEN,IND,,673,0,673,,False
42,PERINTHALMANNA,,8,UMMER MOULAVI,M,58,GEN,IND,,410,0,410,,False
42,PERINTHALMANNA,,9,MOIDEEN SHAH,M,56,GEN,IND,,307,0,307,,False
43,THRITHALA (SC),,1,T.P. KUNJUNNI,M,54,SC,CPI(M),,58878,215,59093,,True
43,THRITHALA (SC),,2,P. BALAN,M,38,SC,INC,,52087,57,52144,,False
43,THRITHALA (SC),,3,VILATHUR KRISHNAN KUTTY,M,40,SC,BJP,,8097,11,8108,,False
43,THRITHALA (SC),,4,UNNIKRISHNAN,M,35,SC,BSP,,3019,2,3021,,False
44,PATTAMBI,,1,C.P. MOHAMMED,M,51,GEN,INC,,57670,82,57752,,True
44,PATTAMBI,,2,K.E. ESMAIL,M,66,GEN,CPI,,56995,191,57186,,False
44,PATTAMBI,,3,UMA RAJENDRAN,F,38,GEN,BJP,,7460,10,7470,,False
44,PATTAMBI,,4,A.P. MOHAMED,M,50,GEN,IND,,1425,0,1425,,False
44,PATTAMBI,,5,K. ISMAIL,M,32,GEN,IND,,1286,0,1286,,False
44,PATTAMBI,,6,ADV. V.K. KRISHNAKUMAR PATTAMBI,M,38,GEN,BSP,,817,1,818,,False
45,OTTAPALAM,,1,M. HAMSA,M,44,GEN,CPI(M),,63269,178,63447,,True
45,OTTAPALAM,,2,V.C. KABEER MASTER,M,62,GEN,INC,,39051,53,39104,,False
