constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
45,OTTAPALAM,,3,SIVADASAN K,M,43,GEN,BJP,,9745,14,9759,,False
45,OTTAPALAM,,4,CHANDRAN. M.C,M,38,SC,BSP,,1587,0,1587,,False
46,SREEKRISHNAPURAM,,1,K.S. SALEEKA,F,44,GEN,CPI(M),,67496,376,67872,,True
46,SREEKRISHNAPURAM,,2,ADV. K.P. ANILKUMAR,M,33,GEN,INC,,63322,202,63524,,False
46,SREEKRISHNAPURAM,,3,M.P. NARAYANAN KUTTY (KOCHUNNY),M,49,GEN,BJP,,6519,12,6531,,False
46,SREEKRISHNAPURAM,,4,SALEENA,F,32,GEN,IND,,2967,0,2967,,False
46,SREEKRISHNAPURAM,,5,RAMESH.P.V. KANNAMBARIYARAM,M,26,SC,BSP,,1034,0,1034,,False
47,MANNARKKAD,,1,JOSE BABY,M,47,GEN,CPI,,69824,348,70172,,True
47,MANNARKKAD,,2,KALATHIL ABDULLA,M,47,GEN,MUL,,62777,182,62959,,False
47,MANNARKKAD,,3,M.K. CHANDRAN,M,43,GEN,BJP,,4548,4,4552,,False
47,MANNARKKAD,,4,SAILAJA PURUSHOTHAMAN,F,65,GEN,AIADMK,,2209,0,2209,,False
47,MANNARKKAD,,5,R. MARUTHACHALAM,M,36,GEN,BSP,,1495,2,1497,,False
48,MALAMPUZHA,,1,V.S. ACHUTHANANDAN,M,82,GEN,CPI(M),,64392,383,64775,,True
48,MALAMPUZHA,,2,SATHEESAN PACHENI,M,37,GEN,INC,,44564,194,44758,,False
48,MALAMPUZHA,,3,ADV. P.J. THOMAS,M,47,GEN,BJP,,4377,7,4384,,False
48,MALAMPUZHA,,4,V.K. RAMACHANDRAN,M,57,SC,IND,,1185,0,1185,,False
48,MALAMPUZHA,,5,N. SUBRAMANIAN,M,58,SC,BSP,,550,4,554,,False
48,MALAMPUZHA,,6,RAJEEV.K.R,M,42,GEN,IND,,294,0,294,,False
48,MALAMPUZHA,,7,C. ARUMUGHAN,M,50,GEN,IND,,254,0,254,,False
48,MALAMPUZHA,,9,N. AMARNATH,M,41,GEN,IND,,206,0,206,,False
48,MALAMPUZHA,,0,T. ACHUTHAN,M,47,GEN,IND,,199,0,1991,,False
49,PALGHAT,,1,K.K DIVAKARAN,M,59,GEN,CPI(M),,40906,260,41166,,True
49,PALGHAT,,2,A.V. GOPINATHAN,M,53,GEN,INC,,39619,203,39822,,False
49,PALGHAT,,3,O. RAJAGOPAL,M,77,GEN,BJP,,27511,156,27667,,False
49,PALGHAT,,4,ADV. VIJAYA SARATHY,M,57,GEN,IND,,765,0,765,,False
49,PALGHAT,,5,A. K. SALEEM AAMAYUR,M,36,GEN,BSP,,485,5,490,,False
49,PALGHAT,,6,A. GOPINATHAN,M,46,GEN,IND,,442,0,442,,False
49,PALGHAT,,7,RAVI EZHAVAN,M,35,GEN,IND,,409,0,409,,False
49,PALGHAT,,8,V.V. GOPINATH,M,40,GEN,IND,,329,0,329,,False
49,PALGHAT,,9,M. J. JOSEPH,M,67,GEN,IND,,256,0,256,,False
50,CHITTUR,,1,K ACHUTHAN,M,56,GEN,INC,,55119,233,55352,,True
50,CHITTUR,,2,EZHUTHANI K. KRISHNANKUTTY,M,61,GEN,JD(S),,53083,257,53340,,False
50,CHITTUR,,3,ADV. JAYAKRISHNAN,M,44,GEN,BJP,,3368,6,3374,,False
50,CHITTUR,,4,BABU,M,32,GEN,IND,,1414,0,1414,,False
50,CHITTUR,,5,A. ABDUL HAMEED,M,58,GEN,IND,,1206,0,1206,,False
50,CHITTUR,,6,ADV. P.A. VELAYUDHAN,M,60,GEN,AIADMK,,1088,0,1088,,False
50,CHITTUR,,7,C. ACHUTHAN,M,45,GEN,IND,,929,3,932,,False
50,CHITTUR,,8,K. KRISHNAN KUTTY KUNNATHU,M,59,GEN,IND,,874,1,875,,False
50,CHITTUR,,9,JAYAN,M,25,SC,BSP,,820,0,820,,False
50,CHITTUR,,0,A. KRISHNAN KUTTY,M,33,GEN,IND,,626,1,6271,,False
51,KOLLENGODE,,1,V. CHENTHAMARAKSHAN,M,45,GEN,CPI(M),,55619,315,55934,,True
51,KOLLENGODE,,2,K.A. CHANDRAN,M,64,GEN,INC,,50693,115,50808,,False
51,KOLLENGODE,,3,G. RAMACHANDRAN,M,60,GEN,BJP,,5355,2,5357,,False
51,KOLLENGODE,,4,SOORYANARAYANAN,M,42,GEN,IND,,1756,0,1756,,False
51,KOLLENGODE,,5,SIVADASAN,M,27,SC,BSP,,925,0,925,,False
52,COYALMANNAM (SC),,1,A.K. BALAN,M,55,SC,CPI(M),,58979,260,59239,,True
52,COYALMANNAM (SC),,2,C. PRAKASH,M,35,SC,INC,,45178,191,45369,,False
52,COYALMANNAM (SC),,3,P. M. KRISHNASWAMY,M,52,SC,BJP,,5895,7,5902,,False
52,COYALMANNAM (SC),,4,C. PRAKASAN,M,26,SC,IND,,1875,0,1875,,False
52,COYALMANNAM (SC),,5,K.C RAMESAN,M,29,SC,BSP,,1491,0,1491,,False
53,ALATHUR,,1,M. CHANDHRAN,M,59,GEN,CPI(M),,73023,208,73231,,True
53,ALATHUR,,2,A. RAGHAVAN,M,62,GEN,IND,,25515,45,25560,,False
53,ALATHUR,,3,G. SALPRAKASH,M,43,GEN,BJP,,6878,7,6885,,False
53,ALATHUR,,4,M. RAGHAVAN,M,36,GEN,IND,,3314,1,3315,,False
53,ALATHUR,,5,M.T.  CHANDHRAN,M,38,SC,BSP,,1869,0,1869,,False
53,ALATHUR,,6,SANKARAN,M,57,SC,IND,,752,0,752,,False
54,CHELAKARA (SC),,1,K RADHAKRISHNAN,M,42,SC,CPI(M),,62560,135,62695,,True
54,CHELAKARA (SC),,2,P.C.MANIKANDAN,M,39,SC,INC,,48018,48,48066,,False
54,CHELAKARA (SC),,3,SHAJUMON VATTEKAD,M,32,SC,BJP,,6251,6,6257,,False
55,WADAKKANCHERRY,,1,A.C.MOIDEEN,M,50,GEN,CPI(M),,66732,196,66928,,True
55,WADAKKANCHERRY,,2,T.V.CHANDRA MOHAN,M,55,GEN,DIC,,46031,76,46107,,False
55,WADAKKANCHERRY,,3,E.CHANDRAN,M,53,GEN,BJP,,5093,2,5095,,False
55,WADAKKANCHERRY,,4,CHANDRAN VENGANALLUR,M,48,GEN,IND,,2047,0,2047,,False
55,WADAKKANCHERRY,,5,C.L.OUSEP(C.L.BABY),M,46,GEN,IND,,968,0,968,,False
55,WADAKKANCHERRY,,6,A.V.KRISHNAN MOOSAD,M,71,GEN,IND,,623,0,623,,False
56,KUNNAMKULAM,,1,BABU M PALISSERY,M,47,GEN,CPI(M),,61651,214,61865,,True
56,KUNNAMKULAM,,2,ADV.V .BALARAM,M,59,GEN,DIC,,39961,119,40080,,False
56,KUNNAMKULAM,,3,BALAKRISHNAN NAIR,M,64,GEN,BJP,,6640,7,6647,,False
56,KUNNAMKULAM,,4,BALARAM,M,46,GEN,IND,,2612,1,2613,,False
56,KUNNAMKULAM,,5,N.VIJAYA,F,46,GEN,AIADMK,,2053,0,2053,,False
56,KUNNAMKULAM,,6,K.N.SHAJI,M,36,GEN,IND,,786,0,786,,False
56,KUNNAMKULAM,,7,SANTHOSH,M,29,GEN,IND,,772,0,772,,False
56,KUNNAMKULAM,,8,N.BALARAM,M,35,GEN,IND,,766,0,766,,False
56,KUNNAMKULAM,,9,M.P.BALARAMAN,M,78,GEN,IND,,387,1,388,,False
57,CHERPU,,1,ADV.V.S.SUNILKUMAR,M,38,GEN,CPI,,56157,223,56380,,True
57,CHERPU,,2,M.K.KANNAN,M,57,GEN,CMPKSC,,41690,86,41776,,False
57,CHERPU,,3,ENGINEER C.G.UNNIRAJ,M,62,GEN,BJP,,4351,5,4356,,False
57,CHERPU,,4,A.S.SUNIL,M,40,GEN,IND,,1066,0,1066,,False
57,CHERPU,,5,K.UNNIKRISHNAN,M,51,GEN,IND,,857,0,857,,False
58,TRICHUR,,1,ADV.THERAMBIL RAMAKRISHNAN,M,62,GEN,INC,,45370,285,45655,,True
58,TRICHUR,,2,M.M.VARGHESE,M,55,GEN,CPI(M),,42576,483,43059,,False
58,TRICHUR,,3,SURENDRAN AYINIKUNNATH,M,36,GEN,BJP,,4713,10,4723,,False
58,TRICHUR,,4,DASAN KUTTUKKARAN,M,46,SC,BSP,,871,0,871,,False
58,TRICHUR,,5,C.A SIVAN,M,65,GEN,IND,,506,2,508,,False
58,TRICHUR,,6,BABY PUTHIRY,M,46,GEN,IND,,363,0,363,,False
58,TRICHUR,,7,JOSEPH JOHN,M,38,GEN,IND,,312,1,313,,False
59,OLLUR,,1,RAJAJI MATHEW THOMAS,M,51,GEN,CPI,,61170,297,61467,,True
59,OLLUR,,2,LEELAMMA TEACHER,F,55,GEN,INC,,53301,197,53498,,False
59,OLLUR,,3,E.V.KRISHNAN NAMBOODIRI,M,49,GEN,BJP,,6378,5,6383,,False
59,OLLUR,,4,M.K.NANDAKUMAR,M,39,GEN,IND,,935,0,935,,False
59,OLLUR,,5,C.K.DILIP KUMAR,M,27,GEN,IND,,663,0,663,,False
60,KODAKARA,,1,PROF.C.RAVEENDRANATH,M,50,GEN,CPI(M),,61233,266,61499,,True
60,KODAKARA,,2,ADV.K.P.VISWANATHAN,M,65,GEN,INC,,41539,77,41616,,False
60,KODAKARA,,3,PARAMESWARAN(NAGESH),M,37,GEN,BJP,,8014,4,8018,,False
60,KODAKARA,,4,SANRO PUTHUKKAD,M,40,GEN,IND,,629,0,629,,False
60,KODAKARA,,5,P.RAVEENDRAN,M,47,GEN,IND,,558,0,558,,False
60,KODAKARA,,6,P.C.PUSHPAKARAN,M,38,SC,BSP,,539,0,539,,False
60,KODAKARA,,7,KUMARAN,M,64,SC,IND,,420,1,421,,False
60,KODAKARA,,8,JAYAN KONIKKARA,M,39,SC,IND,,353,0,353,,False
60,KODAKARA,,9,BHASKARAN CHULLIKKATTIL,M,63,GEN,IND,,259,0,259,,False
61,CHALAKUDI,,1,B D DEVASSY,M,55,GEN,CPI(M),,51089,289,51378,,True
61,CHALAKUDI,,2,PROF. SAVITHRI LAKSHMANAN,F,61,GEN,INC,,36709,114,36823,,False
61,CHALAKUDI,,3,K G SUNDARAN,M,40,GEN,BJP,,4638,5,4643,,False
61,CHALAKUDI,,4,C C MENAKA TEACHER M A,F,47,GEN,IND,,893,1,894,,False
61,CHALAKUDI,,5,ADV. T K MANOJ,M,34,SC,BSP,,789,0,789,,False
61,CHALAKUDI,,6,ANTO C L,M,55,GEN,IND,,741,2,743,,False
61,CHALAKUDI,,7,E S GEORGE,M,59,GEN,IND,,359,0,359,,False
62,MALA,,1,A K CHANDRAN,M,59,GEN,CPI,,45760,244,46004,,True
62,MALA,,2,T U RADHAKRISHNAN,M,50,GEN,INC,,38850,126,38976,,False
62,MALA,,3,A A ASHARAF,M,45,GEN,IND,,11417,21,11438,,False
62,MALA,,4,RADHA VELAYUDHAN,F,40,GEN,BJP,,3677,4,3681,,False
62,MALA,,5,ROSSY CHERIYAN,F,47,GEN,IND,,1000,0,1000,,False
62,MALA,,6,TOBY VARGHESSE,M,41,GEN,IND,,562,0,562,,False
62,MALA,,7,JOSHY KUMAR,M,49,GEN,BSP,,479,0,479,,False
62,MALA,,8,T K MURALI,M,31,GEN,IND,,397,2,399,,False
63,IRINJALAKUDA,,1,ADV.THOMAS UNNIYADAN,M,47,GEN,KEC(M),,58649,176,58825,,True
63,IRINJALAKUDA,,2,C.K.CHANDRAN (CHEMPARA),M,51,GEN,CPI(M),,50513,317,50830,,False
63,IRINJALAKUDA,,3,P.G.ANILKUMAR,M,46,GEN,BJP,,3795,1,3796,,False
63,IRINJALAKUDA,,4,C.K.CHANDRAN (CHENANGATH),M,41,SC,IND,,637,0,637,,False
63,IRINJALAKUDA,,5,THOMAS OOLAKKADAN,M,65,GEN,IND,,635,0,635,,False
63,IRINJALAKUDA,,6,P.K.SUBRAHMANIAN,M,48,SC,BSP,,586,0,586,,False
63,IRINJALAKUDA,,7,P.N.SURAN,M,45,SC,IND,,564,0,564,,False
63,IRINJALAKUDA,,8,A.A.THOMAS,M,37,GEN,IND,,234,1,235,,False
64,MANALUR,,1,MURALI PERUNELLI,M,55,GEN,CPI(M),,49444,154,49598,,True
64,MANALUR,,2,M.K.PAULSON MASTER,M,58,GEN,INC,,41738,140,41878,,False
64,MANALUR,,3,SUDHEER G KOLLARA,M,44,GEN,BJP,,5914,2,5916,,False
64,MANALUR,,4,BABU ELAVALLY,M,38,GEN,IND,,633,1,634,,False
64,MANALUR,,5,M.V.VIJAYAN,M,43,SC,BSP,,633,0,633,,False
65,GURUVAYOOR,,1,K V ABDUL KHADER,M,41,GEN,CPI(M),,51629,111,51740,,True
65,GURUVAYOOR,,2,C H RASHEED,M,43,GEN,MUL,,39383,48,39431,,False
65,GURUVAYOOR,,3,P M GOPINATHAN,M,55,GEN,BJP,,8574,3,8577,,False
65,GURUVAYOOR,,4,GOPALAN ALIAS G ANTHIKKAD,M,70,GEN,IND,,1179,0,1179,,False
65,GURUVAYOOR,,5,ADV. P K YUSUF ISUDHEEN,M,54,GEN,IND,,726,0,726,,False
65,GURUVAYOOR,,6,SASI VETTIPPARA,M,32,SC,BSP,,676,0,676,,False
66,NATTIKA,,1,T N PRATHAPAN,M,45,GEN,INC,,52404,107,52511,,True
66,NATTIKA,,2,FATHIMA ABDUL KHADAR PAMBINEZHATH,F,46,GEN,CPI,,42689,136,42825,,False
66,NATTIKA,,3,PREETHIHARAN,M,47,GEN,BJP,,4001,2,4003,,False
66,NATTIKA,,4,RAJAN,M,38,SC,IND,,566,0,566,,False
66,NATTIKA,,5,A K SHIVARATNAN,M,41,SC,BSP,,363,0,363,,False
66,NATTIKA,,6,FATHIMA ABDUL KHADER PANIKKAVEETTIL,F,42,GEN,IND,,349,0,349,,False
66,NATTIKA,,7,PRATAPAN,M,38,GEN,IND,,297,0,297,,False
66,NATTIKA,,8,FATHIMA ABDUL KHADER PALLIPARAMBIL,F,40,GEN,IND,,254,0,254,,False
66,NATTIKA,,9,ASHKAR,M,27,GEN,IND,,208,0,208,,False
67,KODUNGALLUR,,1,ADV.K.P.RAJENDRAN,M,49,GEN,CPI,,52896,301,53197,,True
67,KODUNGALLUR,,2,UMESH CHALLIYIL,M,44,GEN,JPSS,,50558,117,50675,,False
67,KODUNGALLUR,,3,MOHAN SANKAR,M,52,GEN,BJP,,9116,9,9125,,False
67,KODUNGALLUR,,4,K.RAJENDRAN,M,38,GEN,IND,,1138,0,1138,,False
67,KODUNGALLUR,,5,RAGHAVAN,M,45,GEN,IND,,474,0,474,,False
67,KODUNGALLUR,,6,RAJAPPAN,M,60,GEN,IND,,345,0,345,,False
68,ANKAMALI,,1,JOSE THETTAYIL,M,55,GEN,JD(S),,58470,233,58703,,True
68,ANKAMALI,,2,P.J.JOY,M,55,GEN,INC,,52478,131,52609,,False
68,ANKAMALI,,3,A.K.NAZEER,M,46,GEN,BJP,,3471,2,3473,,False
68,ANKAMALI,,4,M.R.SATHYADEVAN,M,40,SC,IND,,1716,0,1716,,False
68,ANKAMALI,,5,P.D.JOY,M,39,GEN,IND,,1550,0,1550,,False
68,ANKAMALI,,6,JAYAN,M,41,GEN,IND,,501,0,501,,False
69,VADAKKEKARA,,1,S SHARMA,M,50,GEN,CPI(M),,51354,236,51590,,True
69,VADAKKEKARA,,2,M A CHANDRASEKHARAN,M,60,GEN,DIC,,48395,121,48516,,False
69,VADAKKEKARA,,3,M.A.BRAHMARAJ,M,39,GEN,BJP,,5493,5,5498,,False
69,VADAKKEKARA,,4,K V PURUSHOTHAMAN,M,74,GEN,IND,,1405,0,1405,,False
69,VADAKKEKARA,,5,M A CHANDRASEKHARAN MANATHARA,M,68,GEN,IND,,1366,0,1366,,False
69,VADAKKEKARA,,6,C K RAMESAN,M,51,SC,BSP,,788,0,788,,False
69,VADAKKEKARA,,7,SHASHIKALA,F,42,SC,IND,,615,0,615,,False
69,VADAKKEKARA,,8,ABDUL RAHIMAN,M,57,GEN,IND,,537,0,537,,False
70,PARUR,,1,ADV. V D SATHEESAN,M,41,GEN,INC,,50943,156,51099,,True
70,PARUR,,2,K M DINAKARAN,M,47,GEN,CPI,,43094,213,43307,,False
70,PARUR,,3,ADV V N SUNIL KUMAR,M,43,GEN,BJP,,2858,1,2859,,False
70,PARUR,,4,SATHEESAN V T,M,37,GEN,IND,,1232,0,1232,,False
70,PARUR,,5,P S KALADHARAN,M,64,GEN,BSP,,924,0,924,,False
70,PARUR,,6,M K VIJAYAN,M,53,GEN,IND,,655,0,655,,False
71,NARAKAL (SC),,1,M K PURUSHOTHAMAN,M,44,SC,CPI(M),,46498,183,46681,,True
71,NARAKAL (SC),,2,ADV P V SREENIJAN,M,30,SC,INC,,43993,57,44050,,False
71,NARAKAL (SC),,3,V R JIJESH,M,29,SC,BJP,,2698,2,2700,,False
71,NARAKAL (SC),,4,PURUSHOTHAMAN,M,63,SC,IND,,909,0,909,,False
71,NARAKAL (SC),,5,C A KUMARI,F,39,SC,IND,,580,0,580,,False
71,NARAKAL (SC),,6,K D VISHWANATHAN,M,50,SC,IND,,552,0,552,,False
71,NARAKAL (SC),,7,PRASAD K C,M,28,SC,IND,,470,0,470,,False
71,NARAKAL (SC),,8,N V NANDANAN,M,37,SC,BSP,,433,0,433,,False
72,ERNAKULAM,,1,PROF. K V THOMAS,M,60,GEN,INC,,43097,51,43148,,True
72,ERNAKULAM,,2,M M LOWRANACE,M,76,GEN,CPI(M),,37250,98,37348,,False
72,ERNAKULAM,,3,NEDUMBASSERI RAVI,M,49,GEN,BJP,,4897,5,4902,,False
72,ERNAKULAM,,4,PANJIMALA BALAKRISHNAN,M,66,SC,IND,,767,0,767,,False
72,ERNAKULAM,,5,P S KARUNAKARAN,M,65,SC,BSP,,619,1,620,,False
73,MATTANCHERRY,,1,V K IBRAHIM KUNJU,M,53,GEN,MUL,,36066,53,36119,,True
73,MATTANCHERRY,,2,M C JOSEPHINE,F,56,GEN,CPI(M),,20555,32,20587,,False
73,MATTANCHERRY,,3,PROF MATHEW PAILI,M,66,GEN,BJP,,2320,4,2324,,False
73,MATTANCHERRY,,4,JOSEPHINE,F,44,GEN,IND,,1149,0,1149,,False
74,PALLURUTHY,,1,C M DINESH MANI,M,56,GEN,CPI(M),,60808,151,60959,,True
74,PALLURUTHY,,2,DOMANIC PRASENTATION,M,57,GEN,INC,,54649,52,54701,,False
74,PALLURUTHY,,3,K N UNNI,M,54,GEN,BJP,,4132,2,4134,,False
74,PALLURUTHY,,4,DOMINIC JOSEPH,M,50,GEN,IND,,885,0,885,,False
74,PALLURUTHY,,5,BENNY JOSEPH,M,34,GEN,IND,,718,0,718,,False
74,PALLURUTHY,,6,PURUSHAN,M,56,GEN,BSP,,703,0,703,,False
75,TRIPPUNITHURA,,1,K BABU,M,52,GEN,INC,,70786,149,70935,,True
75,TRIPPUNITHURA,,2,K N RAVEENDRANATH,M,72,GEN,CPI(M),,63324,269,63593,,False
75,TRIPPUNITHURA,,3,P N SHANKARANARAYANAN,M,56,GEN,BJP,,3089,6,3095,,False
75,TRIPPUNITHURA,,4,RAVEENDRANATH A K,M,27,GEN,IND,,636,0,636,,False
75,TRIPPUNITHURA,,5,RAVEENDRANATH C D,M,39,GEN,IND,,561,0,561,,False
75,TRIPPUNITHURA,,6,AMBALATHARA VASU,M,63,SC,BSP,,501,0,501,,False
75,TRIPPUNITHURA,,7,BABU KRISHNAN,M,53,GEN,IND,,206,0,206,,False
75,TRIPPUNITHURA,,8,RAMACHANDRAN P H,M,35,GEN,LJP,,192,0,192,,False
75,TRIPPUNITHURA,,9,AYYAPPAN,M,29,GEN,IND,,148,0,148,,False
75,TRIPPUNITHURA,,0,P T POULOSE,M,43,GEN,IND,,129,1,1301,,False
76,ALWAYE,,1,A M YOUSUF,M,54,GEN,CPI(M),,60349,199,60548,,True
76,ALWAYE,,2,K  MUHAMMADALI,M,55,GEN,INC,,56106,76,56182,,False
76,ALWAYE,,3,P M VELAYUDHAN,M,53,SC,BJP,,7153,9,7162,,False
76,ALWAYE,,4,EDAPPALLI BASHEER,M,49,GEN,IND,,1098,1,1099,,False
76,ALWAYE,,5,PADMAKUMAR,M,39,SC,BSP,,899,0,899,,False
76,ALWAYE,,6,A A MOHAMMEDALI SUHASAM,M,55,GEN,IND,,718,0,718,,False
76,ALWAYE,,7,JACOB PETER,M,37,GEN,LJP,,440,0,440,,False
77,PERUMBAVOOR,,1,SAJU PAUL,M,39,GEN,CPI(M),,62959,348,63307,,True
77,PERUMBAVOOR,,2,ADV. SHANI MOL USMAN,F,39,GEN,INC,,50719,127,50846,,False
77,PERUMBAVOOR,,3,C P RADHAKRISHNAN,M,57,GEN,BJP,,3146,4,3150,,False
77,PERUMBAVOOR,,4,JAYAN K A,M,35,GEN,IND,,1015,0,1015,,False
77,PERUMBAVOOR,,5,M K MANOJ KUMAR,M,39,GEN,BSP,,1002,0,1002,,False
78,KUNNATHUNAD,,1,ADV M M  MONAYI,M,50,GEN,CPI(M),,57333,251,57584,,True
78,KUNNATHUNAD,,2,P P THANKACHAN,M,67,GEN,INC,,55368,159,55527,,False
78,KUNNATHUNAD,,3,K R RAJAGOPAL,M,39,GEN,BJP,,3927,8,3935,,False
78,KUNNATHUNAD,,4,K JAFEERKHAN,M,43,GEN,IND,,1017,0,1017,,False
79,PIRAVOM,,1,M J JACOB,M,62,GEN,CPI(M),,52579,324,52903,,True
79,PIRAVOM,,2,T M JACOB,M,56,GEN,DIC,,47650,103,47753,,False
79,PIRAVOM,,3,ADV. K V SABU,M,44,GEN,BJP,,3350,5,3355,,False
79,PIRAVOM,,4,C P SAJU,M,37,GEN,IND,,2044,3,2047,,False
79,PIRAVOM,,5,M K USHA,F,37,GEN,IND,,944,0,944,,False
79,PIRAVOM,,6,JACOB SEEMON,M,63,GEN,IND,,626,0,626,,False
79,PIRAVOM,,7,GEETHA,F,29,SC,IND,,266,0,266,,False
80,MUVATTUPUZHA,,1,BABU PAUL,M,50,GEN,CPI,,48176,162,48338,,True
80,MUVATTUPUZHA,,2,ADV. JOHNY NELLOOR,M,55,GEN,DIC,,35050,63,35113,,False
80,MUVATTUPUZHA,,3,P C CYRIAC,M,63,GEN,IND,,5400,7,5407,,False
80,MUVATTUPUZHA,,4,JOHNY,M,41,GEN,IND,,3062,0,3062,,False
80,MUVATTUPUZHA,,5,P R VIJAYAKUMAR,M,39,GEN,BJP,,2623,2,2625,,False
80,MUVATTUPUZHA,,6,THOMAS KALLAN,M,65,GEN,IND,,384,0,384,,False
80,MUVATTUPUZHA,,7,TOM JOSE,M,41,GEN,IND,,305,1,306,,False
80,MUVATTUPUZHA,,8,YOKACHARYA NEELAN KALLARA,M,38,GEN,IND,,220,0,220,,False
80,MUVATTUPUZHA,,9,SHIJU KURIAKOSE,M,27,GEN,IND,,215,0,215,,False
81,KOTHAMANGALAM,,1,CHEV. T. U KURUVILA,M,69,GEN,KEC,,51192,306,51498,,True
81,KOTHAMANGALAM,,2,V J PAULOSE,M,57,GEN,INC,,49488,196,49684,,False
81,KOTHAMANGALAM,,3,M RAMACHANDRAN MASTER,M,60,GEN,BJP,,4322,11,4333,,False
81,KOTHAMANGALAM,,4,KURUVILA VARGHESE,M,60,GEN,IND,,1032,0,1032,,False
81,KOTHAMANGALAM,,5,SHAJI CHERIYAN PEECHAKKARA,M,39,GEN,IND,,532,0,532,,False
81,KOTHAMANGALAM,,6,APPUKUTTAN,M,71,GEN,IND,,311,0,311,,False
81,KOTHAMANGALAM,,7,POULOSE JOSEPH,M,62,GEN,IND,,245,0,245,,False
82,THODUPUZHA,,1,P J JOSEPH,M,64,GEN,KEC,,68347,294,68641,,True
82,THODUPUZHA,,2,ADV P T THOMAS,M,55,GEN,INC,,54658,202,54860,,False
82,THODUPUZHA,,3,SURESH KUMAR (K.S. AJI),M,32,GEN,BJP,,2701,8,2709,,False
82,THODUPUZHA,,4,SIBY C MATHEW,M,32,GEN,IND,,476,1,477,,False
82,THODUPUZHA,,5,KUTTAPPAN NADUKANI,M,30,ST,IND,,435,0,435,,False
82,THODUPUZHA,,6,A N ARAVINDAN,M,37,SC,IND,,243,0,243,,False
82,THODUPUZHA,,7,M H SIDHIQUE,M,47,GEN,IND,,223,0,223,,False
82,THODUPUZHA,,8,M T THOMAS,M,48,GEN,IND,,182,0,182,,False
83,DEVICOLAM (SC),,1,S RAJENDRAN,M,41,SC,CPI(M),,52705,90,52795,,True
83,DEVICOLAM (SC),,2,A K MONI,M,51,SC,INC,,46872,36,46908,,False
83,DEVICOLAM (SC),,3,R KANNIRAJ,M,38,SC,BJP,,2787,0,2787,,False
83,DEVICOLAM (SC),,4,G SOUNDARA RAJAN,M,52,SC,AIADMK,,1284,0,1284,,False
83,DEVICOLAM (SC),,5,S RAJENDRAN 2,M,48,SC,IND,,859,0,859,,False
84,IDUKKI,,1,ROSHY AUGUSTINE,M,36,GEN,KEC(M),,61753,130,61883,,True
84,IDUKKI,,2,C V VARGHESE,M,42,GEN,CPI(M),,45362,181,45543,,False
84,IDUKKI,,3,P A VELUKUTTAN,M,39,GEN,BJP,,2698,4,2702,,False
84,IDUKKI,,4,BABY THANNICKAL,M,47,GEN,IND,,898,0,898,,False
84,IDUKKI,,5,P K SAJEEVAN,M,35,GEN,BSP,,794,0,794,,False
85,UDUMBANCHOLA,,1,K K JAYACHANDRAN,M,54,GEN,CPI(M),,69500,117,69617,,True
85,UDUMBANCHOLA,,2,EBRAHIMKUTTY KALLAR,M,38,GEN,DIC,,49882,87,49969,,False
85,UDUMBANCHOLA,,3,SHAJI NELLIPARAMBIL,M,40,GEN,BJP,,4184,1,4185,,False
85,UDUMBANCHOLA,,4,EBRAHIMKUTTY,M,46,GEN,IND,,3977,0,3977,,False
85,UDUMBANCHOLA,,5,P I ANIL,M,33,GEN,BSP,,1240,0,1240,,False
85,UDUMBANCHOLA,,6,K P RAJAPANDY,M,57,GEN,AIADMK,,915,0,915,,False
85,UDUMBANCHOLA,,7,K R JAYACHANDRAN,M,37,GEN,IND,,756,0,756,,False
85,UDUMBANCHOLA,,8,KANCHIYAR PEETHAMBARAN,M,42,SC,IND,,508,0,508,,False
86,PEERMADE,,1,E S BIJIMOL,F,35,GEN,CPI,,45417,48,45465,,True
86,PEERMADE,,2,ADV. E M AUGASTHY,M,55,GEN,INC,,40123,38,40161,,False
86,PEERMADE,,3,ADV. STEPHEN ISSAC,M,32,GEN,BJP,,3217,0,3217,,False
86,PEERMADE,,4,SUPPUROYAL M K,M,46,GEN,AIADMK,,1648,0,1648,,False
87,KANJIRAPPALLY,,1,ALPHONS KANNANTHANAM,M,52,GEN,IND,,42239,174,42413,,True
87,KANJIRAPPALLY,,2,JOSEPH VAZHACKEN,M,49,GEN,INC,,31589,87,31676,,False
87,KANJIRAPPALLY,,3,GEORGEKUTTY AUGUSTHY,M,45,GEN,IND,,12750,53,12803,,False
87,KANJIRAPPALLY,,4,K P SHOUKKATH,M,46,GEN,IND,,9319,14,9333,,False
87,KANJIRAPPALLY,,5,ANIYAN ERUMELY,M,45,GEN,BJP,,2283,2,2285,,False
87,KANJIRAPPALLY,,6,N M ENGELS,M,64,SC,BSP,,1277,1,1278,,False
87,KANJIRAPPALLY,,7,C T ALEXANDER,M,40,GEN,IND,,653,0,653,,False
87,KANJIRAPPALLY,,8,T J THANKAPPAN,M,54,SC,IND,,434,0,434,,False
87,KANJIRAPPALLY,,9,RAJU VATTAPPARA,M,47,SC,IND,,343,1,344,,False
87,KANJIRAPPALLY,,0,AJUMON,M,26,GEN,IND,,258,0,2581,,False
88,VAZHOOR,,1,JAYARAJAN,M,50,GEN,KEC(M),,42200,90,42290,,True
