constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
104,ALAPPUZHA,202381,1,P.P Chitharanjan,MALE,58,GENERAL,CPI(M),"Hammer, Sickle and Star",71262,2150,73412,46.33,TRUE
104,ALAPPUZHA,202381,2,Dr.K.S Manoj,MALE,50,GENERAL,INC,Hand,60095,1673,61768,38.98,FALSE
104,ALAPPUZHA,202381,3,Sandeep Vachaspati,MALE,41,GENERAL,BJP,Lotus,21204,446,21650,13.66,FALSE
104,ALAPPUZHA,202381,,NOTA,,,,NOTA,NOTA,1068,21,1089,0.69,FALSE
104,ALAPPUZHA,202381,5,Subeendran K.C,MALE,42,SC,BSP,Elephant,204,3,207,0.13,FALSE
104,ALAPPUZHA,202381,6,K.A Vinod,MALE,45,GENERAL,SUCI,Battery torch,202,3,205,0.13,FALSE
104,ALAPPUZHA,202381,7,Shylendran,MALE,56,SC,BHUDRP,Auto- Rickshaw,114,1,115,0.07,FALSE
105,AMBALAPUZHA,179148,1,H.Salam,MALE,48,GENERAL,CPI(M),"Hammer, Sickle and Star",59602,1763,61365,44.79,TRUE
105,AMBALAPUZHA,179148,2,Adv.M.Liju,MALE,41,GENERAL,INC,Hand,48841,1399,50240,36.67,FALSE
105,AMBALAPUZHA,179148,3,Anoop Antony,MALE,36,GENERAL,BJP,Lotus,21974,415,22389,16.34,FALSE
105,AMBALAPUZHA,179148,4,M.M.Thahir,MALE,29,GENERAL,SDPI,Scissors,1672,18,1690,1.23,FALSE
105,AMBALAPUZHA,179148,,NOTA,,,,NOTA,NOTA,562,29,591,0.43,FALSE
105,AMBALAPUZHA,179148,6,Subhadramma Thottappally,FEMALE,61,GENERAL,WPOI,Gas Cylinder,513,12,525,0.38,FALSE
105,AMBALAPUZHA,179148,7,Subaida,FEMALE,47,GENERAL,SUCI,Battery torch,218,3,221,0.16,FALSE
106,KUTTANAD,168723,1,THOMAS K THOMAS,MALE,63,GENERAL,NCP,Clock,55532,1847,57379,45.67,TRUE
106,KUTTANAD,168723,2,Adv. JACOB ABRAHAM,MALE,64,GENERAL,KEC,Tractor Chalata Kisan,49876,1987,51863,41.28,FALSE
106,KUTTANAD,168723,3,THAMPI METTUTHARA,MALE,51,GENERAL,BDJS,Helmet,14551,395,14946,11.9,FALSE
106,KUTTANAD,168723,4,Dr. VINU,MALE,44,GENERAL,DSJP,Television,514,19,533,0.42,FALSE
106,KUTTANAD,168723,,NOTA,,,,NOTA,NOTA,513,10,523,0.42,FALSE
106,KUTTANAD,168723,6,BIJU XAVIER,MALE,44,GENERAL,SUCI,Battery torch,369,23,392,0.31,FALSE
107,HARIPAD,197598,1,RAMESH CHENNITHALA,MALE,64,GENERAL,INC,Hand,70056,2712,72768,48.31,TRUE
107,HARIPAD,197598,2,Adv. R. SAJILAL,MALE,43,GENERAL,CPI,Ears of Corn And Sickle,57251,1851,59102,39.24,FALSE
107,HARIPAD,197598,3,K. SOMAN,MALE,55,GENERAL,BJP,Lotus,17441,449,17890,11.88,FALSE
107,HARIPAD,197598,,NOTA,,,,NOTA,NOTA,525,11,536,0.36,FALSE
107,HARIPAD,197598,5,MADHU. T,MALE,49,SC,SUCI,Battery torch,194,10,204,0.14,FALSE
107,HARIPAD,197598,6,Adv. NIYAZ BHARATI,MALE,45,GENERAL,IND,Gas Cylinder,118,5,123,0.08,FALSE
108,KAYAMKULAM,214839,1,Adv. U. Prathibha,FEMALE,43,GENERAL,CPI(M),"Hammer, Sickle and Star",75173,2175,77348,47.97,TRUE
108,KAYAMKULAM,214839,2,Aritha Babu,FEMALE,26,GENERAL,INC,Hand,69044,2006,71050,44.06,FALSE
108,KAYAMKULAM,214839,3,Pradeeplal,MALE,57,GENERAL,BDJS,Helmet,11087,326,11413,7.08,FALSE
108,KAYAMKULAM,214839,,NOTA,,,,NOTA,NOTA,414,6,420,0.26,FALSE
108,KAYAMKULAM,214839,5,Maniyappan Achari,MALE,75,GENERAL,IND,Bead Necklace,359,13,372,0.23,FALSE
108,KAYAMKULAM,214839,6,Rajeev R,MALE,40,GENERAL,IND,Television,215,15,230,0.14,FALSE
108,KAYAMKULAM,214839,7,Geevarghese Samuel,MALE,55,GENERAL,IND,Walking Stick,198,4,202,0.13,FALSE
108,KAYAMKULAM,214839,8,Myna Gopinath,FEMALE,42,GENERAL,SUCI,Battery Torch,143,5,148,0.09,FALSE
108,KAYAMKULAM,214839,9,Sathyanarayanan S,MALE,52,GENERAL,IND,Air Conditioner,68,6,74,0.05,FALSE
109,MAVELIKARA,206012,1,M S ARUN KUMAR,MALE,31,SC,CPI(M),"Hammer, Sickle and Star",69623,2120,71743,47.61,TRUE
109,MAVELIKARA,206012,2,K K SHAJU,MALE,58,SC,INC,Hand,45246,1780,47026,31.21,FALSE
109,MAVELIKARA,206012,3,K SANJU,MALE,43,SC,BJP,Lotus,30215,740,30955,20.54,FALSE
109,MAVELIKARA,206012,,NOTA,,,,NOTA,NOTA,513,6,519,0.34,FALSE
109,MAVELIKARA,206012,6,K SASIKUMAR,MALE,59,SC,SUCI,Battery torch,147,4,151,0.1,FALSE
109,MAVELIKARA,206012,7,B SUBHASH,MALE,51,SC,IND,Pressure Cooker,128,3,131,0.09,FALSE
110,CHENGANNUR,208498,1,SAJI CHERIAN,MALE,55,GENERAL,CPI(M),"Hammer, Sickle and Star",69501,2001,71502,48.58,TRUE
110,CHENGANNUR,208498,2,M. MURALI,MALE,67,GENERAL,INC,Hand,38099,1310,39409,26.78,FALSE
110,CHENGANNUR,208498,3,M. V. GOPAKUMAR,MALE,48,GENERAL,BJP,Lotus,33789,831,34620,23.52,FALSE
110,CHENGANNUR,208498,4,SHAJI T. GEORGE,MALE,48,GENERAL,BSP,Elephant,523,11,534,0.36,FALSE
110,CHENGANNUR,208498,,NOTA,,,,NOTA,NOTA,451,42,493,0.33,FALSE
110,CHENGANNUR,208498,6,T. K. GOPINATHAN,MALE,63,SC,SUCI,Battery torch,308,8,316,0.21,FALSE
110,CHENGANNUR,208498,7,MELVIN. K. MATHEW,MALE,36,GENERAL,DSJP,Television,190,8,198,0.13,FALSE
110,CHENGANNUR,208498,8,POULOSE,MALE,85,GENERAL,IND,Pineapple,97,2,99,0.07,FALSE
111,THIRUVALLA,212288,1,Adv. MATHEW T THOMAS,MALE,59,GENERAL,JD(S),A lady farmer carrying paddy on her head,60036,2142,62178,44.56,TRUE
111,THIRUVALLA,212288,2,KUNJU KOSHY PAUL,MALE,61,GENERAL,KEC,Tractor Chalata Kisan,48665,2092,50757,36.37,FALSE
111,THIRUVALLA,212288,3,ASHOKAN KULANADA,MALE,56,GENERAL,BJP,Lotus,21954,720,22674,16.25,FALSE
111,THIRUVALLA,212288,4,Adv. THOMAS MATHEW (ROY),MALE,69,GENERAL,IND,Auto- Rickshaw,1423,38,1461,1.05,FALSE
111,THIRUVALLA,212288,5,RAJENDRADAS,MALE,54,SC,BSP,Elephant,1049,25,1074,0.77,FALSE
111,THIRUVALLA,212288,,NOTA,,,,NOTA,NOTA,570,38,608,0.44,FALSE
111,THIRUVALLA,212288,7,VINOD KUMAR,MALE,47,GENERAL,DSJP,Television,377,3,380,0.27,FALSE
111,THIRUVALLA,212288,8,SURENDRAN KOTTOORATHIL,MALE,59,GENERAL,IND,Football,212,4,216,0.15,FALSE
111,THIRUVALLA,212288,9,K .P YESUDAS,MALE,53,GENERAL,IND,Dish Antenna,180,16,196,0.14,FALSE
112,RANNI,194086,1,Adv. Pramod Narayan,MALE,44,GENERAL,KEC(M),Two Leaves,51111,1558,52669,41.22,TRUE
112,RANNI,194086,2,Rinku Cherian,MALE,46,GENERAL,INC,Hand,49398,1986,51384,40.21,FALSE
112,RANNI,194086,3,K. Padmakumar,MALE,56,GENERAL,BDJS,Helmet,19043,544,19587,15.33,FALSE
112,RANNI,194086,4,Adv. Anumol N.,FEMALE,34,GENERAL,BSP,Elephant,1132,27,1159,0.91,FALSE
112,RANNI,194086,5,Asharaf Pezhumkattil,MALE,51,GENERAL,SDPI,Scissors,875,11,886,0.69,FALSE
112,RANNI,194086,6,Benny Puthenparampil (Thomas Mathew),MALE,59,GENERAL,IND,Auto- Rickshaw,818,24,842,0.66,FALSE
112,RANNI,194086,,NOTA,,,,NOTA,NOTA,422,9,431,0.34,FALSE
112,RANNI,194086,8,Jomon Kochethu,MALE,39,GENERAL,RJD,Hurricane Lamp,336,3,339,0.27,FALSE
112,RANNI,194086,9,Aji B. Ranni,MALE,42,GENERAL,IND,Pot,269,13,282,0.22,FALSE
112,RANNI,194086,10,Adv. Manju K. Nair (Kottarathil),FEMALE,39,GENERAL,IND,Ring,194,4,198,0.15,FALSE
113,ARANMULA,238077,1,VEENA GEORGE,FEMALE,44,GENERAL,CPI(M),"Hammer, Sickle and Star",72192,2758,74950,46.3,TRUE
113,ARANMULA,238077,2,Adv. K. SIVADASAN NAIR,MALE,72,GENERAL,INC,Hand,53142,2805,55947,34.56,FALSE
113,ARANMULA,238077,3,BIJU MATHEW,MALE,46,GENERAL,BJP,Lotus,28226,873,29099,17.98,FALSE
113,ARANMULA,238077,4,SIVADASAN NAIR S/o RAGHAVAN NAIR,MALE,63,GENERAL,IND,Glass Tumbler,607,22,629,0.39,FALSE
113,ARANMULA,238077,,NOTA,,,,NOTA,NOTA,564,11,575,0.36,FALSE
113,ARANMULA,238077,7,PRASANTH ARANMULA,MALE,40,GENERAL,IND,DIAMOND,129,14,143,0.09,FALSE
113,ARANMULA,238077,8,SANTHI OMALLOOR,FEMALE,36,SC,ADHRMPI,Pot,130,3,133,0.08,FALSE
113,ARANMULA,238077,9,G. SUGATHAN,MALE,65,GENERAL,IND,Auto- Rickshaw,86,1,87,0.05,FALSE
113,ARANMULA,238077,10,ARJUNAN C. K,MALE,52,SC,IND,Violin,65,2,67,0.04,FALSE
114,KONNI,203737,1,Adv. K.U JENISH KUMAR,MALE,37,GENERAL,CPI(M),"Hammer, Sickle and Star",60166,2152,62318,41.62,TRUE
114,KONNI,203737,2,ROBIN PETER,MALE,50,GENERAL,INC,Hand,51859,1951,53810,35.94,FALSE
114,KONNI,203737,3,K. SURENDRAN,MALE,51,GENERAL,BJP,Lotus,31994,817,32811,21.91,FALSE
114,KONNI,203737,,NOTA,,,,NOTA,NOTA,370,2,372,0.25,FALSE
114,KONNI,203737,5,RAGHU P,MALE,43,SC,ADHRMPI,Pot,212,2,214,0.14,FALSE
114,KONNI,203737,7,MANOHARAN,MALE,48,SC,IND,Battery torch,72,3,75,0.05,FALSE
115,ADOOR,209397,1,Chittayam Gopakumar,MALE,55,SC,CPI,Ears of Corn And Sickle,63958,2611,66569,42.83,TRUE
115,ADOOR,209397,2,M. G. Kannan,MALE,38,SC,INC,Hand,61488,2162,63650,40.96,FALSE
115,ADOOR,209397,3,Adv. Pandalam Prathapan,MALE,56,SC,BJP,Lotus,23299,681,23980,15.43,FALSE
115,ADOOR,209397,,NOTA,,,,NOTA,NOTA,580,14,594,0.38,FALSE
115,ADOOR,209397,5,R. Kannan S/o Rajan,MALE,26,SC,IND,Television,210,8,218,0.14,FALSE
115,ADOOR,209397,6,Vipin Kanikonathu,MALE,30,SC,BSP,Elephant,177,1,178,0.11,FALSE
115,ADOOR,209397,7,Saranyaraj,FEMALE,30,SC,SUCI,Battery torch,121,6,127,0.08,FALSE
115,ADOOR,209397,8,Rajankulakkada,MALE,48,SC,ADHRMPI,Pot,88,7,95,0.06,FALSE
116,KARUNAGAPPALLY,215293,1,C. R Mahesh,MALE,42,GENERAL,INC,Hand,91849,2376,94225,54.38,TRUE
116,KARUNAGAPPALLY,215293,2,R. Ramachandran,MALE,68,GENERAL,CPI,Ears of Corn And Sickle,62810,2207,65017,37.52,FALSE
116,KARUNAGAPPALLY,215293,3,Bitty Sudheer,FEMALE,39,GENERAL,BJP,Lotus,11847,297,12144,7.01,FALSE
116,KARUNAGAPPALLY,215293,4,Adv. Sumayya Najeeb,FEMALE,37,GENERAL,SDPI,Scissors,1030,7,1037,0.6,FALSE
116,KARUNAGAPPALLY,215293,,NOTA,,,,NOTA,NOTA,439,11,450,0.26,FALSE
116,KARUNAGAPPALLY,215293,6,Bhargavan S,MALE,55,SC,SUCI,Battery torch,275,8,283,0.16,FALSE
116,KARUNAGAPPALLY,215293,7,Madhu,MALE,48,SC,ADHRMPI,Pot,126,2,128,0.07,FALSE
117,CHAVARA,182312,1,Dr.SUJITH VIJAYANPILLAI,MALE,43,GENERAL,IND,Telephone,61220,2062,63282,44.29,TRUE
117,CHAVARA,182312,2,SHIBU BABY JOHN,MALE,57,GENERAL,RSP,Spade & Stoker,60103,2083,62186,43.52,FALSE
117,CHAVARA,182312,3,VIVEK GOPAN,MALE,37,GENERAL,BJP,Lotus,13943,268,14211,9.95,FALSE
117,CHAVARA,182312,4,JOHNSON KANDACHIRA,MALE,46,GENERAL,IND,Scissors,1209,14,1223,0.86,FALSE
117,CHAVARA,182312,5,SUJITHMON,MALE,35,GENERAL,IND,Grapes,895,6,901,0.63,FALSE
117,CHAVARA,182312,,NOTA,,,,NOTA,NOTA,679,22,701,0.49,FALSE
117,CHAVARA,182312,7,VIJI RATHEESH,FEMALE,27,SC,IND,Pot,369,7,376,0.26,FALSE
118,KUNNATHUR,207835,1,KOVOOR KUNJUMON,MALE,53,SC,IND,Battery torch,66902,2629,69531,43.18,TRUE
118,KUNNATHUR,207835,2,ULLAS KOVOOR,MALE,42,SC,RSP,Spade & Stoker,64202,2320,66522,41.31,FALSE
118,KUNNATHUR,207835,3,RAJIPRASAD,FEMALE,37,SC,BJP,Lotus,21208,639,21847,13.57,FALSE
118,KUNNATHUR,207835,4,R.S. ANJU,FEMALE,27,SC,BSP,Elephant,921,26,947,0.59,FALSE
118,KUNNATHUR,207835,,NOTA,,,,NOTA,NOTA,881,38,919,0.57,FALSE
118,KUNNATHUR,207835,6,MANTHARA VELAYUDHAN,MALE,50,SC,IND,Pineapple,610,11,621,0.39,FALSE
118,KUNNATHUR,207835,7,R. SUKUMARAN,MALE,64,SC,ADHRMPI,Pot,319,7,326,0.2,FALSE
118,KUNNATHUR,207835,8,ARUNKUMAR S ULIYACOVIL,MALE,30,SC,IND,Football,310,15,325,0.2,FALSE
119,KOTTARAKKARA,201909,1,K N BALAGOPAL,MALE,57,GENERAL,CPI(M),"Hammer, Sickle and Star",66612,2158,68770,45.98,TRUE
119,KOTTARAKKARA,201909,2,R RESMI,FEMALE,44,GENERAL,INC,Hand,56127,1829,57956,38.75,FALSE
119,KOTTARAKKARA,201909,3,Adv. VAYAKKAL SOMAN,MALE,46,GENERAL,BJP,Lotus,20710,513,21223,14.19,FALSE
119,KOTTARAKKARA,201909,,NOTA,,,,NOTA,NOTA,568,6,574,0.38,FALSE
119,KOTTARAKKARA,201909,5,USHA KOTTARAKKARA,FEMALE,48,SC,ADHRMPI,Pot,453,7,460,0.31,FALSE
119,KOTTARAKKARA,201909,6,MATHEWS K LUKOSE,MALE,47,GENERAL,IND,Auto- Rickshaw,133,3,136,0.09,FALSE
119,KOTTARAKKARA,201909,7,LAL VISWAN,MALE,53,GENERAL,IND,CALCULATOR,103,0,103,0.07,FALSE
119,KOTTARAKKARA,201909,8,V VENUGOPAL,MALE,57,GENERAL,DSJP,Television,86,10,96,0.06,FALSE
119,KOTTARAKKARA,201909,9,EYYAMKODU MANIKUTTAN,MALE,46,SC,IND,Black Board,81,9,90,0.06,FALSE
119,KOTTARAKKARA,201909,10,E. KUNJUMON,MALE,49,GENERAL,SUCI,Battery torch,83,4,87,0.06,FALSE
119,KOTTARAKKARA,201909,11,JAINEENDRAN T,MALE,46,GENERAL,SHS,CHESS BOARD,57,0,57,0.04,FALSE
120,PATHANAPURAM,185116,1,K.B. GANESH KUMAR,MALE,54,GENERAL,KEC(B),Auto- Rickshaw,65304,1972,67276,49.09,TRUE
120,PATHANAPURAM,185116,2,JYOTHIKUMAR CHAMAKKALA,MALE,48,GENERAL,INC,Hand,51350,1590,52940,38.63,FALSE
120,PATHANAPURAM,185116,3,V.S. JITHIN DEV,MALE,37,GENERAL,BJP,Lotus,12096,302,12398,9.05,FALSE
120,PATHANAPURAM,185116,4,P. KRISHNAMMAL,FEMALE,71,GENERAL,MCPI,COMPUTER,2062,29,2091,1.53,FALSE
120,PATHANAPURAM,185116,5,ADV. FAIZY. M. PASHA,MALE,35,GENERAL,SDPI,Scissors,1179,13,1192,0.87,FALSE
120,PATHANAPURAM,185116,,NOTA,,,,NOTA,NOTA,442,32,474,0.35,FALSE
120,PATHANAPURAM,185116,7,BAIJU PATHANAPURAM,MALE,34,SC,ADHRMPI,Pot,395,16,411,0.3,FALSE
120,PATHANAPURAM,185116,8,AJI KADASSERY,MALE,42,SC,IND,FLUTE,247,7,254,0.19,FALSE
121,PUNALUR,206496,1,P S SUPAL,MALE,51,GENERAL,CPI,Ears of Corn And Sickle,78323,2105,80428,54.99,TRUE
121,PUNALUR,206496,2,ABDURAHIMAN RANDATHANI,MALE,60,GENERAL,IUML,Ladder,42448,923,43371,29.66,FALSE
121,PUNALUR,206496,3,AYOOR MURALI,MALE,60,GENERAL,BJP,Lotus,19692,377,20069,13.72,FALSE
121,PUNALUR,206496,,NOTA,,,,NOTA,NOTA,672,16,688,0.47,FALSE
121,PUNALUR,206496,5,SHIBU M SKARIA,MALE,48,GENERAL,IND,Walking Stick,594,23,617,0.42,FALSE
121,PUNALUR,206496,6,K MAHESH,MALE,43,SC,SUCI,Battery torch,390,17,407,0.28,FALSE
121,PUNALUR,206496,7,PRAKASH ANCHAL,MALE,44,SC,ADHRMPI,Pot,397,10,407,0.28,FALSE
121,PUNALUR,206496,8,THENMALA NAGARAJAN,MALE,43,GENERAL,IND,Truck,254,10,264,0.18,FALSE
122,CHADAYAMANGALAM,201643,1,J.Chinchurani,FEMALE,58,GENERAL,CPI,Ears of Corn And Sickle,64754,2498,67252,45.69,TRUE
122,CHADAYAMANGALAM,201643,2,M.M.Naseer,MALE,53,GENERAL,INC,Hand,51745,1829,53574,36.4,FALSE
122,CHADAYAMANGALAM,201643,3,Vishnu Pattathanam,MALE,34,GENERAL,BJP,Lotus,21747,491,22238,15.11,FALSE
122,CHADAYAMANGALAM,201643,4,Sharafath Mallam,MALE,40,GENERAL,SDPI,Scissors,1853,26,1879,1.28,FALSE
122,CHADAYAMANGALAM,201643,,NOTA,,,,NOTA,NOTA,671,14,685,0.47,FALSE
122,CHADAYAMANGALAM,201643,6,Archana Prajith,FEMALE,33,SC,WPOI,Gas Cylinder,590,15,605,0.41,FALSE
122,CHADAYAMANGALAM,201643,7,Lalu,MALE,36,SC,BSP,Elephant,400,6,406,0.28,FALSE
122,CHADAYAMANGALAM,201643,8,Ratheesh Kadakkal,MALE,26,SC,ADHRMPI,Pot,268,12,280,0.19,FALSE
122,CHADAYAMANGALAM,201643,9,Shibu.K.Chadayamangalam,MALE,38,SC,IND,Black Board,257,1,258,0.18,FALSE
123,KUNDARA,206767,1,P.C.Vishnunadh,MALE,43,GENERAL,INC,Hand,74600,1741,76341,48.83,TRUE
123,KUNDARA,206767,2,J.Mercykutty Amma,FEMALE,65,GENERAL,CPI(M),"Hammer, Sickle and Star",69911,1976,71887,45.98,FALSE
123,KUNDARA,206767,3,Vanaja Vidyadharan,FEMALE,49,GENERAL,BDJS,Helmet,5980,117,6097,3.9,FALSE
123,KUNDARA,206767,,NOTA,,,,NOTA,NOTA,691,18,709,0.45,FALSE
123,KUNDARA,206767,5,R.Rahul,MALE,28,SC,SUCI,Battery Torch,446,13,459,0.29,FALSE
123,KUNDARA,206767,6,Santhosh Adooran,MALE,48,GENERAL,IND,Telephone,252,8,260,0.17,FALSE
123,KUNDARA,206767,7,Sibu Karamcodu,MALE,34,SC,ADHRMPI,Pot,226,2,228,0.15,FALSE
123,KUNDARA,206767,8,Shiju M Varghese,MALE,48,GENERAL,DSJP,Television,180,5,185,0.12,FALSE
123,KUNDARA,206767,9,Vinod Bahuleyan,MALE,48,GENERAL,RJD,Hurricane Lamp,167,3,170,0.11,FALSE
124,KOLLAM,176553,1,M Mukesh,MALE,64,GENERAL,CPI(M),"Hammer, Sickle and Star",56898,1626,58524,44.86,TRUE
124,KOLLAM,176553,2,Adv. BINDHU KRISHNA,FEMALE,48,GENERAL,INC,Hand,55035,1417,56452,43.27,FALSE
124,KOLLAM,176553,3,Sunil M,MALE,55,GENERAL,BJP,Lotus,14029,223,14252,10.93,FALSE
124,KOLLAM,176553,,NOTA,,,,NOTA,NOTA,733,17,750,0.57,FALSE
124,KOLLAM,176553,5,REMANAN,MALE,57,SC,BSP,Elephant,282,8,290,0.22,FALSE
124,KOLLAM,176553,6,BABY S,FEMALE,50,SC,ADHRMPI,Pot,178,5,183,0.14,FALSE
125,ERAVIPURAM,176076,1,M. Noushad,MALE,56,GENERAL,CPI(M),"Hammer, Sickle and Star",69793,1780,71573,56.25,TRUE
125,ERAVIPURAM,176076,2,Babudivakaran,MALE,68,GENERAL,RSP,Spade & Stoker,42452,1000,43452,34.15,FALSE
125,ERAVIPURAM,176076,3,Renjith Ravindran,MALE,41,GENERAL,BDJS,Helmet,8353,115,8468,6.66,FALSE
125,ERAVIPURAM,176076,4,Ayathil Riyas,MALE,38,GENERAL,SDPI,Scissors,1441,3,1444,1.13,FALSE
125,ERAVIPURAM,176076,,NOTA,,,,NOTA,NOTA,914,17,931,0.73,FALSE
125,ERAVIPURAM,176076,6,Mohanan Mayyanad,MALE,41,SC,BSP,Elephant,535,8,543,0.43,FALSE
125,ERAVIPURAM,176076,7,M. Unnikrishnan,MALE,40,SC,ADHRMPI,Pot,424,6,430,0.34,FALSE
125,ERAVIPURAM,176076,8,S. Sudhilal,MALE,66,GENERAL,SUCI,Battery torch,205,8,213,0.17,FALSE
125,ERAVIPURAM,176076,9,N. Shihabudeen,MALE,57,GENERAL,IND,Auto- Rickshaw,183,4,187,0.15,FALSE
126,CHATHANNUR,185271,1,G.S. JAYALAL,MALE,48,GENERAL,CPI,Ears of Corn And Sickle,57529,1767,59296,43.12,TRUE
126,CHATHANNUR,185271,2,B. B. GOPAKUMAR,MALE,55,GENERAL,BJP,Lotus,41305,785,42090,30.61,FALSE
126,CHATHANNUR,185271,3,N. PEETHAMBARAKURUP,MALE,78,GENERAL,INC,Hand,33206,1074,34280,24.93,FALSE
126,CHATHANNUR,185271,,NOTA,,,,NOTA,NOTA,616,26,642,0.47,FALSE
126,CHATHANNUR,185271,5,SHANMUGHAN PARAVUR,MALE,41,SC,ADHRMPI,Pot,518,6,524,0.38,FALSE
126,CHATHANNUR,185271,6,SUNU BHASKARAN,MALE,46,SC,BSP,Elephant,359,5,364,0.26,FALSE
126,CHATHANNUR,185271,7,SETHU,MALE,30,SC,IND,FLUTE,168,4,172,0.13,FALSE
126,CHATHANNUR,185271,8,VARINJAM RAJEEV,MALE,50,GENERAL,IND,Battery torch,122,13,135,0.1,FALSE
127,VARKALA,187948,1,Adv. V Joy,MALE,55,GENERAL,CPI(M),"Hammer, Sickle and Star",66874,1942,68816,50.89,TRUE
127,VARKALA,187948,2,Adv. BRM Shafeer,MALE,40,GENERAL,INC,Hand,49849,1146,50995,37.71,FALSE
127,VARKALA,187948,3,Aji S,MALE,50,GENERAL,BDJS,Helmet,10957,257,11214,8.29,FALSE
127,VARKALA,187948,4,Anu M.C,FEMALE,25,SC,BSP,Elephant,1920,28,1948,1.44,FALSE
127,VARKALA,187948,,NOTA,,,,NOTA,NOTA,801,14,815,0.6,FALSE
127,VARKALA,187948,6,Prince,MALE,39,GENERAL,IND,Football,615,43,658,0.49,FALSE
127,VARKALA,187948,7,Anilkumar P,MALE,27,SC,DHRMP,FLUTE,455,5,460,0.34,FALSE
127,VARKALA,187948,8,Shefeer,MALE,38,GENERAL,IND,Pineapple,313,10,323,0.24,FALSE
128,ATTINGAL,202550,1,O S AMBIKA,FEMALE,54,SC,CPI(M),"Hammer, Sickle and Star",67003,2895,69898,47.35,TRUE
128,ATTINGAL,202550,2,ADV. P SUDHEER,MALE,39,SC,BJP,Lotus,37455,807,38262,25.92,FALSE
128,ATTINGAL,202550,3,ADV. A SREEDHARAN,MALE,69,SC,RSP,Spade & Stoker,35672,1266,36938,25.02,FALSE
128,ATTINGAL,202550,,NOTA,,,,NOTA,NOTA,1032,39,1071,0.73,FALSE
128,ATTINGAL,202550,5,VIPINLAL VIDHYADHARAN,MALE,32,SC,BSP,Elephant,894,33,927,0.63,FALSE
128,ATTINGAL,202550,6,ASHA PRAKASH,FEMALE,29,SC,ADHRMPI,Pot,332,7,339,0.23,FALSE
128,ATTINGAL,202550,7,AMBILI,FEMALE,46,SC,IND,Ring,178,13,191,0.13,FALSE
129,CHIRAYINKEEZHU,199492,1,V. Sasi,MALE,70,SC,CPI,Ears of Corn And Sickle,60701,1933,62634,43.17,TRUE
129,CHIRAYINKEEZHU,199492,2,B. S. Anoop,MALE,35,SC,INC,Hand,47402,1215,48617,33.51,FALSE
129,CHIRAYINKEEZHU,199492,3,Ashanath G. S,FEMALE,32,SC,BJP,Lotus,30369,617,30986,21.36,FALSE
129,CHIRAYINKEEZHU,199492,4,Anil Mangalapuram,MALE,50,SC,BSP,Elephant,1077,20,1097,0.76,FALSE
129,CHIRAYINKEEZHU,199492,,NOTA,,,,NOTA,NOTA,750,8,758,0.52,FALSE
129,CHIRAYINKEEZHU,199492,6,Advocate G. Anil Kumar,MALE,52,SC,WPOI,Gas Cylinder,605,11,616,0.42,FALSE
129,CHIRAYINKEEZHU,199492,7,Anoop Gangan,MALE,25,SC,IND,Air Conditioner,369,3,372,0.26,FALSE
130,NEDUMANGAD,208123,1,Adv. G. R. ANIL,MALE,58,GENERAL,CPI,Ears of Corn And Sickle,70245,2497,72742,47.54,TRUE
130,NEDUMANGAD,208123,2,P. S. PRASANTH,MALE,43,GENERAL,INC,Hand,47877,1556,49433,32.31,FALSE
130,NEDUMANGAD,208123,3,Adv. J. R. PADMAKUMAR,MALE,59,GENERAL,BJP,Lotus,26242,619,26861,17.56,FALSE
130,NEDUMANGAD,208123,4,IRSHAD KANYAKULANGARA,MALE,35,GENERAL,SDPI,Scissors,1867,17,1884,1.23,FALSE
130,NEDUMANGAD,208123,,NOTA,,,,NOTA,NOTA,903,14,917,0.6,FALSE
130,NEDUMANGAD,208123,6,BIPIN PALLIPURAM,MALE,33,SC,BSP,Elephant,553,10,563,0.37,FALSE
130,NEDUMANGAD,208123,7,THATHANKODU KANNAN,MALE,42,GENERAL,IND,Table,165,5,170,0.11,FALSE
130,NEDUMANGAD,208123,8,PRASANTH. C S/o CHANDRAN. K,MALE,33,GENERAL,IND,Glass Tumbler,145,15,160,0.1,FALSE
130,NEDUMANGAD,208123,9,EBINU. S,MALE,35,GENERAL,IND,Auto- Rickshaw,132,14,146,0.1,FALSE
130,NEDUMANGAD,208123,10,HARI VELLANADU,MALE,26,GENERAL,IND,Almirah,126,0,126,0.08,FALSE
131,VAMANAPURAM,200798,1,Adv. D. K. Murali,MALE,59,GENERAL,CPI(M),"Hammer, Sickle and Star",70468,2669,73137,49.91,TRUE
131,VAMANAPURAM,200798,2,Anad Jayan,MALE,57,GENERAL,INC,Hand,61071,1824,62895,42.92,FALSE
131,VAMANAPURAM,200798,3,Thazhava Sahadevan,MALE,66,SC,BDJS,Helmet,5511,92,5603,3.82,FALSE
131,VAMANAPURAM,200798,4,Ajmal Ismail,MALE,38,GENERAL,SDPI,Scissors,2314,11,2325,1.59,FALSE
131,VAMANAPURAM,200798,,NOTA,,,,NOTA,NOTA,695,21,716,0.49,FALSE
131,VAMANAPURAM,200798,6,Santhosh T.,MALE,45,SC,BSP,Elephant,542,10,552,0.38,FALSE
