constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
75,ANGAMALY,178015,6,Stalin Nikathithara,MALE,51,SC,BSP,Elephant,322,4,326,0.24,FALSE
75,ANGAMALY,178015,7,JOTHILAKSHMI,FEMALE,49,GENERAL,SUCI,Battery Torch,292,9,301,0.22,FALSE
75,ANGAMALY,178015,8,Velayudhan,MALE,66,SC,IND,Batsman,200,6,206,0.15,FALSE
76,ALUVA,196577,1,ANWAR SADATH,MALE,46,GENERAL,INC,Hand,72500,1203,73703,49,TRUE
76,ALUVA,196577,2,Ar SHELNA NISHAD,FEMALE,34,GENERAL,IND,Football,54042,775,54817,36.44,FALSE
76,ALUVA,196577,3,M.N. GOPI,MALE,52,GENERAL,BJP,Lotus,15660,233,15893,10.57,FALSE
76,ALUVA,196577,4,V.A RASHEED,MALE,45,GENERAL,SDPI,Scissors,2194,30,2224,1.48,FALSE
76,ALUVA,196577,5,K.M. SHEFRIN,MALE,33,GENERAL,WPOI,Gas Cylinder,1681,32,1713,1.14,FALSE
76,ALUVA,196577,,NOTA,,,,NOTA,NOTA,931,8,939,0.62,FALSE
76,ALUVA,196577,7,K.V. SARALA,FEMALE,67,GENERAL,IND,Auto- Rickshaw,558,11,569,0.38,FALSE
76,ALUVA,196577,8,VISWAKALA THANKAPPAN,MALE,66,GENERAL,MCPI,COMPUTER,340,2,342,0.23,FALSE
76,ALUVA,196577,9,A.G. AJAYAN,MALE,59,SC,SUCI,Battery torch,224,4,228,0.15,FALSE
77,KALAMASSERY,201781,1,P. RAJEEVE,MALE,53,GENERAL,CPI(M),"Hammer, Sickle and Star",75757,1384,77141,49.49,TRUE
77,KALAMASSERY,201781,2,ADV. V. E. ABDUL GAFOOR,MALE,44,GENERAL,IUML,Ladder,60829,976,61805,39.65,FALSE
77,KALAMASSERY,201781,3,P. S. JAYARAJ,MALE,56,GENERAL,BDJS,Helmet,11021,158,11179,7.17,FALSE
77,KALAMASSERY,201781,4,V. M. FAISAL,MALE,42,GENERAL,SDPI,Scissors,2372,13,2385,1.53,FALSE
77,KALAMASSERY,201781,,NOTA,,,,NOTA,NOTA,1483,35,1518,0.97,FALSE
77,KALAMASSERY,201781,6,P. S. UNNIKRISHNAN,MALE,38,SC,BSP,Elephant,840,17,857,0.55,FALSE
77,KALAMASSERY,201781,7,P. M. K. BAVA,MALE,59,GENERAL,IND,Walking Stick,514,12,526,0.34,FALSE
77,KALAMASSERY,201781,8,NAYANA UNNIKRISHNAN,FEMALE,27,SC,IND,Pot,443,9,452,0.29,FALSE
78,PARAVUR,201478,1,V.D. SATHEESAN,MALE,56,GENERAL,INC,Hand,80463,1801,82264,51.87,TRUE
78,PARAVUR,201478,2,M.T. NIXON,MALE,60,GENERAL,CPI,Ears of Corn And Sickle,59675,1288,60963,38.44,FALSE
78,PARAVUR,201478,3,A.B. JAYAPRAKASH,MALE,64,GENERAL,BDJS,Helmet,12818,146,12964,8.17,FALSE
78,PARAVUR,201478,,NOTA,,,,NOTA,NOTA,1093,20,1113,0.7,FALSE
78,PARAVUR,201478,5,N.K.BIJU,MALE,49,SC,BSP,Elephant,708,16,724,0.46,FALSE
78,PARAVUR,201478,6,SATHYANESAN EZHIKKARA,MALE,55,SC,IND,Pot,283,4,287,0.18,FALSE
78,PARAVUR,201478,7,PRASANTH,MALE,42,SC,IND,Auto- Rickshaw,276,3,279,0.18,FALSE
79,VYPEN,172205,1,K.N. Unnikrishnan,MALE,60,GENERAL,CPI(M),"Hammer, Sickle and Star",52712,1146,53858,41.24,TRUE
79,VYPEN,172205,2,Deepak Joy,MALE,37,GENERAL,INC,Hand,44710,947,45657,34.96,FALSE
79,VYPEN,172205,4,Adv.K.S. Shaiju,MALE,44,GENERAL,BJP,Lotus,13385,155,13540,10.37,FALSE
79,VYPEN,172205,,NOTA,,,,NOTA,NOTA,518,7,525,0.4,FALSE
79,VYPEN,172205,6,Dr.M.K. Mukundan,MALE,73,SC,IND,Auto- Rickshaw,304,5,309,0.24,FALSE
80,KOCHI,181923,1,K.J. MAXY,MALE,58,GENERAL,CPI(M),"Hammer, Sickle and Star",53973,659,54632,42.45,TRUE
80,KOCHI,181923,2,TONY CHAMMANY,MALE,51,GENERAL,INC,Hand,39865,688,40553,31.51,FALSE
80,KOCHI,181923,4,C.G.RAJAGOPAL,MALE,47,GENERAL,BJP,Lotus,10800,191,10991,8.54,FALSE
80,KOCHI,181923,5,Nipun Cherian,MALE,35,GENERAL,IND,SHIP,2123,26,2149,1.67,FALSE
80,KOCHI,181923,,NOTA,,,,NOTA,NOTA,464,10,474,0.37,FALSE
80,KOCHI,181923,7,RAJANEESH BABU,MALE,40,GENERAL,IND,Camera,224,4,228,0.18,FALSE
81,THRIPUNITHURA,211714,1,K. BABU,MALE,70,GENERAL,INC,Hand,65355,520,65875,42.14,TRUE
81,THRIPUNITHURA,211714,2,Adv. M. SWARAJ,MALE,41,GENERAL,CPI(M),"Hammer, Sickle and Star",64325,558,64883,41.51,FALSE
81,THRIPUNITHURA,211714,3,Dr. K. S. RADHAKRISHNAN,MALE,66,GENERAL,BJP,Lotus,23578,178,23756,15.2,FALSE
81,THRIPUNITHURA,211714,,NOTA,,,,NOTA,NOTA,1089,10,1099,0.7,FALSE
81,THRIPUNITHURA,211714,5,ARUN BABU. P. C.,MALE,35,GENERAL,SHS,Pot,231,1,232,0.15,FALSE
81,THRIPUNITHURA,211714,6,RAJESH PAIROAD,MALE,44,GENERAL,IND,Auto- Rickshaw,200,1,201,0.13,FALSE
81,THRIPUNITHURA,211714,7,C. B. ASHOKAN,MALE,57,GENERAL,SUCI,Battery torch,172,1,173,0.11,FALSE
81,THRIPUNITHURA,211714,8,K. P. AYAPPEN,MALE,46,SC,IND,Television,88,0,88,0.06,FALSE
82,ERANAKULAM,164641,1,T. J. Vinod,MALE,57,GENERAL,INC,Hand,45066,864,45930,41.72,TRUE
82,ERANAKULAM,164641,2,SHAJI GEORGE PRANATHA,MALE,51,GENERAL,IND,Football,34528,432,34960,31.75,FALSE
82,ERANAKULAM,164641,3,Padmaja S. Menon,FEMALE,58,GENERAL,BJP,Lotus,15813,230,16043,14.57,FALSE
82,ERANAKULAM,164641,5,Sujith C. Sukumaran,MALE,42,GENERAL,IND,SHIP,1024,18,1042,0.95,FALSE
82,ERANAKULAM,164641,,NOTA,,,,NOTA,NOTA,705,7,712,0.65,FALSE
82,ERANAKULAM,164641,7,Shaji George Plakkil,MALE,56,GENERAL,IND,Auto- Rickshaw,290,15,305,0.28,FALSE
82,ERANAKULAM,164641,8,K. S. Anilkumar,MALE,48,SC,IND,Television,215,10,225,0.2,FALSE
82,ERANAKULAM,164641,9,Ashokan,MALE,64,SC,IND,Pot,173,3,176,0.16,FALSE
82,ERANAKULAM,164641,10,Siciliamma Teacher,FEMALE,69,GENERAL,IND,Battery torch,70,1,71,0.06,FALSE
83,THRIKKAKARA,194113,1,Adv.P.T.THOMAS,MALE,70,GENERAL,INC,Hand,58707,1132,59839,43.82,TRUE
83,THRIKKAKARA,194113,2,Dr.J.JACOB,MALE,47,GENERAL,IND,Football,44894,616,45510,33.32,FALSE
83,THRIKKAKARA,194113,3,S SAJI,MALE,50,GENERAL,BJP,Lotus,15218,265,15483,11.34,FALSE
83,THRIKKAKARA,194113,,NOTA,,,,NOTA,NOTA,688,7,695,0.51,FALSE
83,THRIKKAKARA,194113,6,P.M.SHIBU,MALE,39,SC,BSP,Elephant,322,9,331,0.24,FALSE
83,THRIKKAKARA,194113,7,RIYAS YUSUF,MALE,33,GENERAL,IND,SHIP,294,4,298,0.22,FALSE
83,THRIKKAKARA,194113,8,KRISHNAPRASAD,MALE,68,GENERAL,DSJP,Television,174,7,181,0.13,FALSE
83,THRIKKAKARA,194113,9,JINU,MALE,37,SC,IND,Robot,143,0,143,0.1,FALSE
83,THRIKKAKARA,194113,10,BINOJ,MALE,40,GENERAL,IND,Auto- Rickshaw,130,4,134,0.1,FALSE
83,THRIKKAKARA,194113,11,SUBIN,MALE,34,GENERAL,IND,Letter Box,55,4,59,0.04,FALSE
84,KUNNATHUNAD,187820,1,ADV. P.V.SREENIJIN,MALE,45,SC,CPI(M),"Hammer, Sickle and Star",51180,1171,52351,33.79,TRUE
84,KUNNATHUNAD,187820,2,V.P.SAJEENDRAN,MALE,51,SC,INC,Hand,48463,1173,49636,32.04,FALSE
84,KUNNATHUNAD,187820,4,RENU SURESH,FEMALE,44,SC,BJP,Lotus,7056,162,7218,4.66,FALSE
84,KUNNATHUNAD,187820,5,KRISHNAN ERANHIKAL,MALE,48,SC,SDPI,Scissors,1289,5,1294,0.84,FALSE
84,KUNNATHUNAD,187820,6,SUJITH.K.SURENDRAN,MALE,36,SC,IND,Jackfruit,761,25,786,0.51,FALSE
84,KUNNATHUNAD,187820,,NOTA,,,,NOTA,NOTA,539,22,561,0.36,FALSE
84,KUNNATHUNAD,187820,8,MANIKUTTAN.A.T,MALE,50,SC,BSP,Elephant,197,8,205,0.13,FALSE
84,KUNNATHUNAD,187820,9,VELAYUDHAN.V.K,MALE,48,SC,IND,Auto- Rickshaw,165,3,168,0.11,FALSE
85,PIRAVOM,212068,1,ANOOP JACOB,MALE,43,GENERAL,KEC(J),Auto- Rickshaw,82436,2620,85056,53.8,TRUE
85,PIRAVOM,212068,2,Dr. SINDHUMOL JACOB,FEMALE,49,GENERAL,KEC(M),Two Leaves,58041,1651,59692,37.76,FALSE
85,PIRAVOM,212068,3,M ASHISH,MALE,41,GENERAL,BJP,Lotus,10782,239,11021,6.97,FALSE
85,PIRAVOM,212068,,NOTA,,,,NOTA,NOTA,1085,24,1109,0.7,FALSE
85,PIRAVOM,212068,5,SINDHUMOL C,FEMALE,46,GENERAL,IND,Football,551,12,563,0.36,FALSE
85,PIRAVOM,212068,6,C N MUKUNDAN,MALE,54,GENERAL,SUCI,Battery torch,440,14,454,0.29,FALSE
85,PIRAVOM,212068,7,RENJU P B,MALE,30,GENERAL,IND,Pen Drive,200,2,202,0.13,FALSE
86,MUVATTUPUZHA,191222,1,Dr. MATHEW KUZHALNADAN,MALE,43,GENERAL,INC,Hand,62417,2008,64425,44.63,TRUE
86,MUVATTUPUZHA,191222,2,ELDHO ABRAHAM,MALE,45,GENERAL,CPI,Ears of Corn And Sickle,56949,1315,58264,40.36,FALSE
86,MUVATTUPUZHA,191222,4,JIJI JOSEPH,MALE,47,GENERAL,BJP,Lotus,7335,192,7527,5.21,FALSE
86,MUVATTUPUZHA,191222,,NOTA,,,,NOTA,NOTA,421,6,427,0.3,FALSE
86,MUVATTUPUZHA,191222,6,C. K. THAMPI,MALE,53,SC,SUCI,Battery torch,170,6,176,0.12,FALSE
87,KOTHAMANGALAM,172763,1,ANTONY JOHN,MALE,38,GENERAL,CPI(M),"Hammer, Sickle and Star",62425,1809,64234,46.99,TRUE
87,KOTHAMANGALAM,172763,2,Shibu Thekkumpuram,MALE,55,GENERAL,KEC,Tractor Chalata Kisan,55868,1761,57629,42.16,FALSE
87,KOTHAMANGALAM,172763,4,SHINE K KRISHNAN,MALE,47,GENERAL,BDJS,Helmet,4532,106,4638,3.39,FALSE
87,KOTHAMANGALAM,172763,5,T.M. MOOSA,MALE,50,GENERAL,SDPI,Scissors,1273,13,1286,0.94,FALSE
87,KOTHAMANGALAM,172763,,NOTA,,,,NOTA,NOTA,372,42,414,0.3,FALSE
87,KOTHAMANGALAM,172763,7,Shibu Thekkan,MALE,43,GENERAL,IND,Sofa,261,15,276,0.2,FALSE
87,KOTHAMANGALAM,172763,8,ANTO JOHNY,MALE,30,GENERAL,IND,Tennis Racket & Ball,121,15,136,0.1,FALSE
87,KOTHAMANGALAM,172763,9,SHIBU,MALE,42,GENERAL,IND,Table,101,5,106,0.08,FALSE
88,DEVIKULAM,169400,1,Adv. A. Raja,MALE,35,SC,CPI(M),"Hammer, Sickle and Star",58183,866,59049,51,TRUE
88,DEVIKULAM,169400,2,D. Kumar,MALE,63,SC,INC,Hand,50421,780,51201,44.22,FALSE
88,DEVIKULAM,169400,3,Ganesan. S,MALE,49,SC,IND,Hat,4675,42,4717,4.07,FALSE
88,DEVIKULAM,169400,,NOTA,,,,NOTA,NOTA,804,3,807,0.7,FALSE
89,UDUMBANCHOLA,167644,1,M. M. MANI,MALE,76,GENERAL,CPI(M),"Hammer, Sickle and Star",75938,1443,77381,61.8,TRUE
89,UDUMBANCHOLA,167644,2,ADV. E.M. AUGUSTHY,MALE,70,GENERAL,INC,Hand,38207,869,39076,31.21,FALSE
89,UDUMBANCHOLA,167644,3,SANTHOSH MADHAVAN,MALE,45,GENERAL,BDJS,Helmet,7121,87,7208,5.76,FALSE
89,UDUMBANCHOLA,167644,4,A C BIJU,MALE,35,GENERAL,BSP,Elephant,858,9,867,0.69,FALSE
89,UDUMBANCHOLA,167644,,NOTA,,,,NOTA,NOTA,679,8,687,0.55,FALSE
90,THODUPUZHA,191364,1,P J JOSEPH,MALE,79,GENERAL,KEC,Tractor Chalata Kisan,64895,2600,67495,48.63,TRUE
90,THODUPUZHA,191364,2,Prof. K I ANTONY,MALE,72,GENERAL,KEC(M),Two Leaves,45762,1474,47236,34.03,FALSE
90,THODUPUZHA,191364,3,SHYAMRAJ P,MALE,33,ST,BJP,Lotus,20758,505,21263,15.32,FALSE
90,THODUPUZHA,191364,4,LEETHESH P T,MALE,33,SC,BSP,Elephant,928,6,934,0.67,FALSE
90,THODUPUZHA,191364,,NOTA,,,,NOTA,NOTA,640,34,674,0.49,FALSE
90,THODUPUZHA,191364,6,M T THOMAS,MALE,65,GENERAL,IND,CCTV Camera,556,6,562,0.4,FALSE
90,THODUPUZHA,191364,7,PARTHASARADHI K,MALE,28,GENERAL,IND,Television,365,5,370,0.27,FALSE
90,THODUPUZHA,191364,8,T R SREEDHARAN,MALE,69,ST,SUCI,Battery torch,263,10,273,0.2,FALSE
91,IDUKKI,186503,1,ROSHY AUGUSTINE,MALE,52,GENERAL,KEC(M),Two Leaves,61033,1335,62368,47.48,TRUE
91,IDUKKI,186503,2,ADV. K FRANCIS GEORGE,MALE,65,GENERAL,KEC,Tractor Chalata Kisan,55439,1356,56795,43.24,FALSE
91,IDUKKI,186503,3,ADV. SANGEETHA VISWANATHAN,FEMALE,44,GENERAL,BDJS,Helmet,9148,138,9286,7.07,FALSE
91,IDUKKI,186503,4,BABU VARGHESE VATTOLI,MALE,53,GENERAL,BSP,Elephant,1096,10,1106,0.84,FALSE
91,IDUKKI,186503,,NOTA,,,,NOTA,NOTA,661,16,677,0.52,FALSE
91,IDUKKI,186503,6,BIJEESH THOMAS,MALE,44,GENERAL,IND,Walking Stick,604,6,610,0.46,FALSE
91,IDUKKI,186503,7,VINCENT JACOB,MALE,50,GENERAL,IND,Battery Torch,336,4,340,0.26,FALSE
91,IDUKKI,186503,8,SAJEEV,MALE,52,GENERAL,IND,Gramophone,164,5,169,0.13,FALSE
92,PEERUMADE,174514,1,VAZHOOR SOMAN,MALE,68,GENERAL,CPI,Ears of Corn And Sickle,59518,623,60141,47.25,TRUE
92,PEERUMADE,174514,2,Adv.SYRIAC THOMAS,MALE,56,GENERAL,INC,Hand,57601,705,58306,45.81,FALSE
92,PEERUMADE,174514,3,SREENAGARI RAJAN,MALE,62,GENERAL,BJP,Lotus,7085,41,7126,5.6,FALSE
92,PEERUMADE,174514,4,BIJU MATTAPPALLY,MALE,43,GENERAL,BSP,Elephant,812,6,818,0.64,FALSE
92,PEERUMADE,174514,,NOTA,,,,NOTA,NOTA,400,1,401,0.32,FALSE
92,PEERUMADE,174514,6,P.K GOPALAKRISHNAN,MALE,54,GENERAL,IND,Auto- Rickshaw,249,2,251,0.2,FALSE
92,PEERUMADE,174514,7,SOMAN,MALE,53,GENERAL,IND,Man Blowing Turha,247,1,248,0.19,FALSE
93,PALA,185008,1,MANI C KAPPEN,MALE,64,GENERAL,IND,Tractor Chalata Kisan,67638,2166,69804,50.43,TRUE
93,PALA,185008,2,JOSE K. MANI,MALE,56,GENERAL,KEC(M),Two Leaves,52697,1729,54426,39.32,FALSE
93,PALA,185008,3,PRAMEELADEVI .J,FEMALE,60,GENERAL,BJP,Lotus,10533,336,10869,7.85,FALSE
93,PALA,185008,4,MANI C. KURIAKOSE,MALE,63,GENERAL,IND,Truck,1065,33,1098,0.79,FALSE
93,PALA,185008,,NOTA,,,,NOTA,NOTA,597,7,604,0.44,FALSE
93,PALA,185008,6,SANTHOSH PULICKAL,MALE,34,GENERAL,IND,Auto- Rickshaw,439,5,444,0.32,FALSE
93,PALA,185008,7,JOY THOMAS VAZHAMATTOM,MALE,50,GENERAL,BSP,Elephant,355,13,368,0.27,FALSE
93,PALA,185008,8,C. V. JOHN,MALE,58,GENERAL,IND,Camera,243,6,249,0.18,FALSE
93,PALA,185008,9,SREEJITH V S,MALE,40,GENERAL,IND,Battery torch,191,4,195,0.14,FALSE
93,PALA,185008,10,THOMAS J. NIDIRY,MALE,66,GENERAL,IND,Football,158,2,160,0.12,FALSE
93,PALA,185008,11,ALBIN MATHEW,MALE,26,GENERAL,IND,Pineapple,118,3,121,0.09,FALSE
93,PALA,185008,12,SUNIL ALANCHERIL,MALE,51,GENERAL,IND,Gramophone,88,5,93,0.07,FALSE
94,KADUTHURUTHY,187910,1,Adv. Mons Joseph,MALE,56,GENERAL,KEC,Tractor Chalata Kisan,57856,1810,59666,45.4,TRUE
94,KADUTHURUTHY,187910,2,Stephen George,MALE,57,GENERAL,KEC(M),Two Leaves,53819,1591,55410,42.17,FALSE
94,KADUTHURUTHY,187910,3,Ligin Lal,MALE,38,GENERAL,BJP,Lotus,11419,251,11670,8.88,FALSE
94,KADUTHURUTHY,187910,4,Vinod K Jose,MALE,47,GENERAL,IND,Walking Stick,2386,39,2425,1.85,FALSE
94,KADUTHURUTHY,187910,5,Adv. Anju Mathew,FEMALE,28,GENERAL,BSP,Elephant,1188,19,1207,0.92,FALSE
94,KADUTHURUTHY,187910,,NOTA,,,,NOTA,NOTA,727,4,731,0.56,FALSE
94,KADUTHURUTHY,187910,7,Adv. Jaimon Thankachan,MALE,51,GENERAL,SWJP,Football,287,15,302,0.23,FALSE
95,VAIKOM,164791,1,C.K Asha,FEMALE,44,SC,CPI,Ears of Corn And Sickle,69483,1905,71388,55.96,TRUE
95,VAIKOM,164791,2,Dr.P.R Sona,FEMALE,42,SC,INC,Hand,41108,1158,42266,33.13,FALSE
95,VAIKOM,164791,3,Ajitha Sabu,FEMALE,49,SC,BDJS,Helmet,11708,245,11953,9.37,FALSE
95,VAIKOM,164791,4,Akhiljith Kallara,MALE,30,SC,BSP,Elephant,704,22,726,0.57,FALSE
95,VAIKOM,164791,,NOTA,,,,NOTA,NOTA,657,13,670,0.53,FALSE
95,VAIKOM,164791,6,Bindu,FEMALE,45,SC,BHUDRP,Auto- Rickshaw,251,7,258,0.2,FALSE
95,VAIKOM,164791,7,Kuttan Kattachira,MALE,64,SC,IND,Pineapple,150,13,163,0.13,FALSE
95,VAIKOM,164791,8,T.K Sabu,MALE,51,SC,SUCI,Battery torch,140,12,152,0.12,FALSE
96,ETTUMANOOR,168266,1,V N Vasavan,MALE,66,GENERAL,CPI(M),"Hammer, Sickle and Star",56632,1657,58289,46.2,TRUE
96,ETTUMANOOR,168266,2,Adv. Prince Lukose,MALE,49,GENERAL,KEC,Tractor Chalata Kisan,42598,1388,43986,34.86,FALSE
96,ETTUMANOOR,168266,3,T N HariKumar,MALE,46,GENERAL,BJP,Lotus,13401,345,13746,10.9,FALSE
96,ETTUMANOOR,168266,4,Lathika Subhash,FEMALE,56,GENERAL,IND,Auto- Rickshaw,7410,214,7624,6.04,FALSE
96,ETTUMANOOR,168266,5,Jijith K Joy,MALE,36,GENERAL,BSP,Elephant,1135,30,1165,0.92,FALSE
96,ETTUMANOOR,168266,,NOTA,,,,NOTA,NOTA,768,12,780,0.62,FALSE
96,ETTUMANOOR,168266,7,Charley Thomas Panikkaridam,MALE,41,GENERAL,IND,Hand Cart,305,25,330,0.26,FALSE
96,ETTUMANOOR,168266,8,A G Ajayakumar,MALE,49,GENERAL,SUCI,Battery torch,244,3,247,0.2,FALSE
97,KOTTAYAM,165404,1,THIRUVANCHOOR RADHAKRISHNAN,MALE,71,GENERAL,INC,Hand,64309,1092,65401,53.72,TRUE
97,KOTTAYAM,165404,2,Adv.K.ANILKUMAR,MALE,57,GENERAL,CPI(M),"Hammer, Sickle and Star",45974,684,46658,38.33,FALSE
97,KOTTAYAM,165404,3,MINERVA MOHAN,FEMALE,63,GENERAL,BJP,Lotus,8501,110,8611,7.07,FALSE
97,KOTTAYAM,165404,,NOTA,,,,NOTA,NOTA,468,5,473,0.39,FALSE
97,KOTTAYAM,165404,5,SREEKUMAR CHAKKALA,MALE,53,SC,BSP,Elephant,372,2,374,0.31,FALSE
97,KOTTAYAM,165404,6,M.K.SHAHAZAD,MALE,31,GENERAL,SUCI,Battery torch,138,6,144,0.12,FALSE
97,KOTTAYAM,165404,7,ARUN MANGATTU,MALE,39,GENERAL,ABHM,Pineapple,75,2,77,0.06,FALSE
98,PUTHUPPALLY,176103,1,OOMMEN CHANDY,MALE,77,GENERAL,INC,Hand,61606,1766,63372,48.08,TRUE
98,PUTHUPPALLY,176103,2,JAICK C THOMAS,MALE,30,GENERAL,CPI(M),"Hammer, Sickle and Star",53379,949,54328,41.22,FALSE
98,PUTHUPPALLY,176103,3,N HARI,MALE,43,GENERAL,BJP,Lotus,11495,199,11694,8.87,FALSE
98,PUTHUPPALLY,176103,4,GEORGE JOSEPH VATHAPPALLY,MALE,65,GENERAL,IND,Pineapple,988,9,997,0.76,FALSE
98,PUTHUPPALLY,176103,5,ABHILASH P P,MALE,36,GENERAL,BSP,Elephant,751,12,763,0.58,FALSE
98,PUTHUPPALLY,176103,,NOTA,,,,NOTA,NOTA,483,14,497,0.38,FALSE
98,PUTHUPPALLY,176103,7,M V CHERIAN,MALE,51,GENERAL,SUCI,Battery torch,141,5,146,0.11,FALSE
99,CHANGANASSERY,171743,1,Adv. Job Maichil,MALE,55,GENERAL,KEC(M),Two Leaves,54244,1181,55425,44.85,TRUE
99,CHANGANASSERY,171743,2,V. J. Laly,MALE,58,GENERAL,KEC,Tractor Chalata Kisan,47997,1369,49366,39.94,FALSE
99,CHANGANASSERY,171743,3,Adv G Raman Nair,MALE,69,GENERAL,BJP,Lotus,14106,385,14491,11.73,FALSE
99,CHANGANASSERY,171743,4,Tijo Karikkandam,MALE,35,GENERAL,IND,Walking Stick,1077,17,1094,0.89,FALSE
99,CHANGANASSERY,171743,5,Amruth Dev T,MALE,27,SC,BSP,Elephant,1048,31,1079,0.87,FALSE
99,CHANGANASSERY,171743,6,M. K. Nizamuddin,MALE,33,GENERAL,SDPI,Scissors,1065,10,1075,0.87,FALSE
99,CHANGANASSERY,171743,,NOTA,,,,NOTA,NOTA,430,4,434,0.35,FALSE
99,CHANGANASSERY,171743,8,Rejitha Jayaram,FEMALE,42,GENERAL,SUCI,Battery torch,323,5,328,0.27,FALSE
99,CHANGANASSERY,171743,9,JOEMON JOSEPH SRAMPICKAL,MALE,40,GENERAL,IND,Ganna Kisan,138,19,157,0.13,FALSE
99,CHANGANASSERY,171743,10,Babychen Mukkadan,MALE,66,GENERAL,IND,COCONUT FARM,134,2,136,0.11,FALSE
100,KANJIRAPPALLY,186904,1,Dr.N.JAYARAJ,MALE,65,GENERAL,KEC(M),Two Leaves,59151,1148,60299,43.79,TRUE
100,KANJIRAPPALLY,186904,2,JOSEPH VAZHACKAN,MALE,64,GENERAL,INC,Hand,45296,1300,46596,33.84,FALSE
100,KANJIRAPPALLY,186904,3,ALPHONS KANNANTHANAM,MALE,67,GENERAL,BJP,Lotus,28568,589,29157,21.17,FALSE
100,KANJIRAPPALLY,186904,4,ASHIK M M,MALE,30,GENERAL,BSP,Elephant,720,7,727,0.53,FALSE
100,KANJIRAPPALLY,186904,,NOTA,,,,NOTA,NOTA,622,2,624,0.45,FALSE
100,KANJIRAPPALLY,186904,6,MAYAMOL K P,FEMALE,26,GENERAL,SUCI,Battery torch,292,8,300,0.22,FALSE
101,POONJAR,189258,1,Adv. Sebastian Kulathunkal,MALE,55,GENERAL,KEC(M),Two Leaves,57630,1038,58668,41.94,TRUE
101,POONJAR,189258,2,P.C.George Plathottam,MALE,70,GENERAL,KJPS,Hat,41049,802,41851,29.92,FALSE
101,POONJAR,189258,3,Adv. Tomy Kallany,MALE,62,GENERAL,INC,Hand,33694,939,34633,24.76,FALSE
101,POONJAR,189258,4,M. P. Sen,MALE,56,GENERAL,BDJS,Helmet,2928,37,2965,2.12,FALSE
101,POONJAR,189258,5,Ancy George,FEMALE,52,GENERAL,BSP,Elephant,590,6,596,0.43,FALSE
101,POONJAR,189258,,NOTA,,,,NOTA,NOTA,332,13,345,0.25,FALSE
101,POONJAR,189258,7,M. V. George,MALE,63,GENERAL,IND,Iron,264,14,278,0.2,FALSE
101,POONJAR,189258,8,Abdu Samad,MALE,62,GENERAL,KLJP,Auto- Rickshaw,253,6,259,0.19,FALSE
101,POONJAR,189258,9,Albin Mathew,MALE,26,GENERAL,IND,Cup & Saucer,201,4,205,0.15,FALSE
101,POONJAR,189258,10,Tomy Chemarapallil,MALE,46,GENERAL,IND,Glass Tumbler,91,3,94,0.07,FALSE
102,AROOR,200211,1,DALEEMA,FEMALE,55,GENERAL,CPI(M),"Hammer, Sickle and Star",73865,1752,75617,45.97,TRUE
102,AROOR,200211,2,Adv. SHANIMOL OSMAN,FEMALE,54,GENERAL,INC,Hand,67023,1581,68604,41.71,FALSE
102,AROOR,200211,3,ANIYAPPAN,MALE,49,GENERAL,BDJS,Helmet,17233,246,17479,10.63,FALSE
102,AROOR,200211,,NOTA,,,,NOTA,NOTA,833,13,846,0.51,FALSE
102,AROOR,200211,5,RUGMA PRADEEP,FEMALE,43,SC,BSP,Elephant,665,17,682,0.41,FALSE
102,AROOR,200211,6,AMBIKA K N (PRIYANKA ANUP),FEMALE,50,GENERAL,DSJP,Television,466,9,475,0.29,FALSE
102,AROOR,200211,7,K PRATHAPAN,MALE,48,GENERAL,SUCI,Battery Torch,358,16,374,0.23,FALSE
102,AROOR,200211,8,VAYALAR RAJEEVAN,MALE,48,SC,BHUDRP,Auto- Rickshaw,159,5,164,0.1,FALSE
102,AROOR,200211,9,PRAMOD PERUMPUZHA,MALE,32,SC,ADHRMPI,Pot,161,0,161,0.1,FALSE
102,AROOR,200211,10,CHANDRAN,MALE,52,SC,IND,T.V. Remote,88,1,89,0.05,FALSE
103,CHERTHALA,213687,1,P PRASAD,MALE,51,GENERAL,CPI,Ears of Corn And Sickle,80876,2826,83702,47,TRUE
103,CHERTHALA,213687,2,ADV.S SARATH,MALE,37,GENERAL,INC,Hand,74886,2668,77554,43.55,FALSE
103,CHERTHALA,213687,3,ADV.P S JYOTHIS,MALE,54,GENERAL,BDJS,Helmet,14254,308,14562,8.18,FALSE
103,CHERTHALA,213687,4,VAYALAR JAYAKUMAR,MALE,56,GENERAL,BSP,Elephant,594,19,613,0.34,FALSE
103,CHERTHALA,213687,,NOTA,,,,NOTA,NOTA,583,19,602,0.34,FALSE
103,CHERTHALA,213687,6,SARATH S KANNATTUVELI,MALE,31,GENERAL,IND,Glass Tumbler,487,14,501,0.28,FALSE
103,CHERTHALA,213687,7,SHAJAHAN V A,MALE,46,GENERAL,IND,Pineapple,178,23,201,0.11,FALSE
103,CHERTHALA,213687,8,KARTHIKEYAN,MALE,52,SC,IND,Auto- Rickshaw,192,1,193,0.11,FALSE
103,CHERTHALA,213687,9,ADV.SONNYMON K MATHEW,MALE,45,GENERAL,IND,Football,164,5,169,0.09,FALSE
